# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "16" "-F" "SAF" "-a" "B.SAF" "-o" "B_counts.txt" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam
NA_peak_643_G_Tb927.4.1650	Tb927_04_v5.1	418777	420481	.	1705	5794	16480	7842	9438	4337	3790	3477	44	126	161	11	139	251	424	83	160	151	197	103	120	169	235	66	71	42	53	70	71	37	36	60	80	11	11	84
NA_peak_644_G_Tb927.4.1660	Tb927_04_v5.1	423151	425002	.	1852	4003	18762	18814	20293	1543	1325	1777	21	88	118	7	44	289	466	8	48	308	495	5	41	294	490	9	37	2	0	33	23	1	0	16	40	2	11	25
NA_peak_645_G_Tb927.4.1680	Tb927_04_v5.1	427006	429558	.	2553	1208	5764	6249	6696	911	996	1193	5	5	33	61	21	59	99	6	29	59	92	4	29	61	115	3	16	0	10	13	15	0	16	20	14	0	29	37
NA_peak_646_G_Tb927.4.1720	Tb927_04_v5.1	437024	438443	.	1420	2348	3171	1384	1018	3375	2324	2251	38	27	7	10	11	61	52	1	4	26	35	0	3	28	28	0	62	2	11	16	58	1	8	10	42	5	10	11
NA_peak_647_G_Tb927.4.1760	Tb927_04_v5.1	444041	444676	.	636	2804	3518	3948	1506	509	23	31	5	195	165	1	1	182	163	0	0	199	167	0	0	75	56	0	14	9	7	17	0	0	1	1	1	0	1	1
NA_peak_649_G_Tb927.4.1820	Tb927_04_v5.1	452710	454452	.	1743	628	352	604	336	2459	1840	1429	11	18	19	9	2	8	8	0	2	12	19	0	2	9	6	0	36	15	19	37	28	23	19	20	27	13	18	22
NA_peak_650_G_Tb927.4.1840	Tb927_04_v5.1	455831	457344	.	1514	673	2148	2715	4240	912	757	75	28	5	2	26	28	38	47	24	14	59	55	2	19	76	80	4	29	0	0	48	20	0	0	34	1	0	1	2
NA_peak_651_R_Tb927.4.1850	Tb927_04_v5.1	462584	463040	.	457	260	438	135	111	683	404	553	0	0	11	4	0	0	25	0	0	0	7	1	0	0	2	0	0	0	3	19	0	0	0	19	0	0	4	28
NA_peak_652_G_Tb927.4.1860	Tb927_04_v5.1	463814	465431	.	1618	830	1547	1234	1515	68	19	101	8	30	39	5	10	31	32	13	8	19	40	1	11	27	43	6	0	0	0	2	1	0	0	0	5	0	0	0
NA_peak_654_G_Tb927.4.1910	Tb927_04_v5.1	478737	479361	.	625	69	176	221	229	45	73	46	0	0	0	0	0	0	3	0	0	0	1	0	0	0	4	0	0	0	0	2	0	0	0	2	0	0	1	2
NA_peak_655_G_Tb927.4.1910	Tb927_04_v5.1	479579	479880	.	302	29	29	45	86	43	20	14	0	0	0	2	0	1	0	0	0	0	0	0	0	1	2	0	1	3	0	0	0	0	0	0	0	0	0	1
NA_peak_656_G_Tb927.4.1910	Tb927_04_v5.1	484078	486186	.	2109	577	3344	2724	2598	373	272	228	2	4	5	5	64	15	20	45	59	3	14	36	57	2	9	36	2	7	6	6	1	3	2	3	2	11	2	1
NA_peak_657_G_Tb927.4.1920	Tb927_04_v5.1	486318	487457	.	1140	1938	7844	8051	7945	1784	392	268	53	6	9	77	292	10	12	330	308	0	7	374	298	2	6	318	39	4	11	42	1	8	16	3	0	6	9	0
NA_peak_659_G_Tb927.4.2040	Tb927_04_v5.1	511665	512416	.	752	78	471	530	572	67	26	148	1	1	1	2	1	24	9	0	4	11	4	0	2	23	14	0	0	0	0	1	1	0	0	0	6	0	0	0
NA_peak_660_G_Tb927.4.2070	Tb927_04_v5.1	516770	517691	.	922	10017	17589	12905	12225	3056	2461	1401	180	150	199	157	184	311	581	138	36	326	592	53	5	358	575	2	75	0	2	77	59	0	0	85	37	4	4	34
NA_peak_663_G_Tb927.4.2110	Tb927_04_v5.1	549228	550339	.	1112	380	1681	1400	1043	1289	1280	1110	11	4	7	10	41	2	5	18	46	0	0	9	24	0	2	2	0	22	43	3	0	46	35	0	3	26	49	3
NA_peak_664_R_Tb927.4.2170	Tb927_04_v5.1	559307	559672	.	366	60	240	43	5	21	3	2	5	0	0	0	4	3	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
NA_peak_665_G_Tb927.4.2170	Tb927_04_v5.1	559997	561370	.	1374	708	1540	906	438	164	90	80	11	8	14	8	43	2	21	28	26	1	13	24	10	1	4	10	0	2	1	5	0	1	1	0	0	3	1	0
NA_peak_666_G_Tb927.4.2260	Tb927_04_v5.1	586145	587229	.	1085	70	220	123	88	0	3	3	0	2	1	0	5	1	6	3	3	0	2	4	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_667_G_Tb927.4.2290	Tb927_04_v5.1	596790	597603	.	814	448	6400	3381	985	387	173	88	3	24	17	2	7	205	231	0	7	130	143	0	2	44	34	0	21	3	1	10	3	1	1	5	6	1	1	5
NA_peak_668_G_Tb927.4.2300	Tb927_04_v5.1	599118	600545	.	1428	1646	1082	1057	1703	489	495	650	62	1	3	63	11	33	16	2	10	26	36	1	10	57	35	0	13	0	1	5	15	0	0	15	26	1	2	19
NA_peak_669_G_Tb927.4.2310	Tb927_04_v5.1	603779	605003	.	1225	810	2313	2720	3385	254	143	115	10	18	22	11	46	1	14	54	63	2	11	69	88	3	10	85	0	6	5	1	0	4	5	0	0	3	4	0
NA_peak_670_G_Tb927.4.2320	Tb927_04_v5.1	605160	606818	.	1659	5403	3777	2666	2642	4101	3475	1469	62	123	140	46	71	6	20	65	48	8	23	38	51	3	7	35	4	67	99	7	2	68	93	2	2	29	38	1
NA_peak_671_G_Tb927.4.2390	Tb927_04_v5.1	618792	620296	.	1505	7856	5515	5537	3523	7451	7109	9680	221	26	35	168	140	6	23	84	139	4	14	68	91	0	19	51	149	84	62	137	130	72	47	128	191	95	109	177
NA_peak_672_G_Tb927.4.2400	Tb927_04_v5.1	623990	625998	.	2009	4892	4918	2838	1595	6034	5212	4342	70	35	54	56	71	2	16	66	50	2	16	45	31	0	6	32	19	59	86	7	11	56	93	11	18	53	54	5
NA_peak_674_G_Tb927.4.2410	Tb927_04_v5.1	629234	629557	.	324	572	1911	2061	2193	389	81	149	5	0	2	2	257	0	3	122	312	1	1	162	307	0	4	139	0	0	1	0	0	0	4	0	0	0	8	0
NA_peak_675_G_Tb927.4.2450	Tb927_04_v5.1	636662	639026	.	2365	9025	28550	21922	18635	7740	4413	4621	175	68	76	137	328	238	329	193	161	231	314	68	88	186	253	40	173	6	7	169	150	4	2	125	159	1	2	132
NA_peak_678_G_Tb927.4.2520	Tb927_04_v5.1	667341	669117	.	1777	1742	6683	4149	2790	1491	588	903	25	20	17	20	80	57	85	56	34	53	42	41	41	40	37	23	14	23	6	14	11	6	3	5	8	10	4	6
NA_peak_679_G_Tb927.4.2530	Tb927_04_v5.1	669557	670340	.	784	512	6898	6535	7788	4	10	11	33	0	2	23	267	1	3	165	262	4	3	180	308	2	1	192	0	0	0	0	0	0	0	0	0	0	2	0
NA_peak_680_G_Tb927.4.2590	Tb927_04_v5.1	685660	686827	.	1168	155	525	118	59	609	388	645	1	6	1	0	11	1	1	2	4	0	0	0	0	0	0	0	0	10	7	1	3	8	3	0	5	13	8	0
NA_peak_681_G_Tb927.4.2650	Tb927_04_v5.1	705681	706443	.	763	226	669	466	536	27	5	12	20	2	4	1	18	19	12	7	17	2	4	17	27	8	3	8	0	0	0	0	1	0	0	0	1	1	0	1
NA_peak_682_G_Tb927.4.2680	Tb927_04_v5.1	710879	713518	.	2640	1711	4022	3045	1850	1	100	6	22	14	14	18	57	2	20	60	53	1	13	49	34	2	12	27	0	0	0	0	1	0	0	2	0	0	0	0
NA_peak_683_G_Tb927.4.2700	Tb927_04_v5.1	713644	714806	.	1163	2376	3940	4387	5974	382	63	144	60	16	9	70	113	1	14	67	110	1	18	101	163	2	14	155	0	11	8	0	0	4	1	0	2	2	0	0
NA_peak_685_G_Tb927.4.2740	Tb927_04_v5.1	723514	726087	.	2574	340	937	1056	1002	12	10	3	1	3	1	5	12	3	4	13	12	1	6	18	16	0	4	13	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_686_G_Tb927.4.2750	Tb927_04_v5.1	727414	728204	.	791	191	206	84	35	57	126	69	1	6	8	3	7	0	1	6	3	1	1	1	1	0	0	0	0	1	1	2	0	9	4	0	0	0	2	0
NA_peak_688_G_Tb927.4.2760	Tb927_04_v5.1	733983	734750	.	768	857	3909	1594	1541	1331	1101	53	26	30	24	30	180	18	23	131	62	9	6	64	73	8	9	62	49	1	4	51	51	0	0	41	0	1	2	0
NA_peak_689_G_Tb927.4.2770	Tb927_04_v5.1	735046	736231	.	1186	1225	924	369	958	902	1079	704	25	23	14	31	6	17	20	7	6	9	9	0	0	22	9	1	11	14	2	13	21	5	0	5	15	6	0	8
NA_peak_690_G_Tb927.4.2800	Tb927_04_v5.1	743011	743657	.	647	2817	4765	3223	1934	145	85	3	17	101	135	26	0	186	214	2	1	132	141	0	1	90	101	3	1	7	8	0	0	7	3	0	0	0	0	0
NA_peak_691_G_Tb927.4.2800	Tb927_04_v5.1	744551	746766	.	2216	5792	6840	2893	2397	2859	3255	2740	62	62	74	78	120	0	10	143	50	0	4	69	41	0	2	57	15	38	37	10	9	40	49	13	7	28	46	7
NA_peak_693_G_Tb927.4.2840	Tb927_04_v5.1	751043	752015	.	973	1133	4441	6348	8212	327	429	74	41	25	23	25	153	13	20	107	211	9	12	170	280	4	14	205	0	5	7	1	0	6	11	0	0	4	1	0
NA_peak_694_G_Tb927.4.2880	Tb927_04_v5.1	764508	765436	.	929	4032	14162	16354	16717	139	229	93	167	3	2	116	414	0	8	311	511	2	8	383	497	1	7	354	0	0	0	0	2	0	0	0	0	0	0	3
NA_peak_695_G_Tb927.4.2910	Tb927_04_v5.1	773706	775286	.	1581	1182	2619	600	487	1863	1235	2537	15	16	24	19	59	3	12	42	22	1	7	8	8	1	2	13	13	20	21	23	9	24	9	5	56	48	30	53
NA_peak_696_G_Tb927.4.2970	Tb927_04_v5.1	789334	790399	.	1066	942	559	559	630	174	126	126	35	5	10	32	3	13	17	0	1	10	21	0	6	4	15	0	4	4	1	2	6	0	1	8	6	0	1	2
NA_peak_698_G_Tb927.4.3010	Tb927_04_v5.1	798137	798979	.	843	735	1248	301	377	1039	87	92	40	2	0	30	59	1	1	41	13	0	0	10	13	0	0	16	38	6	0	30	0	3	3	0	0	2	2	0
NA_peak_700_G_Tb927.4.3020	Tb927_04_v5.1	802722	803661	.	940	816	1703	1018	993	2150	815	880	32	14	0	14	60	1	0	46	38	0	0	36	42	1	0	29	49	31	0	35	5	28	0	0	7	23	0	0
NA_peak_701_G_Tb927.4.3060	Tb927_04_v5.1	811145	812499	.	1355	1233	2501	2670	3149	1049	677	887	6	44	24	7	64	1	8	28	61	1	8	35	66	1	7	51	2	22	13	3	0	21	10	0	4	25	6	0
NA_peak_702_G_Tb927.4.3170	Tb927_04_v5.1	837856	839744	.	1889	2673	5995	2772	2014	4605	3030	4347	31	35	29	14	27	83	78	5	24	40	34	11	8	40	21	5	69	25	20	54	40	4	5	39	58	8	19	56
NA_peak_705_G_Tb927.4.3320	Tb927_04_v5.1	868010	869547	.	1538	2812	5989	4789	4616	578	64	79	43	42	33	24	5	119	123	0	7	96	113	1	3	106	96	2	4	17	12	3	0	0	0	2	3	0	0	0
NA_peak_706_G_Tb927.4.3330	Tb927_04_v5.1	870290	871049	.	760	1477	1976	849	110	4499	1754	1786	0	70	60	5	0	74	81	6	0	38	33	0	0	0	2	1	0	172	181	2	0	93	75	0	1	81	63	0
NA_peak_707_G_Tb927.4.3390	Tb927_04_v5.1	883034	884309	.	1276	4183	5559	1791	171	8330	6258	2907	21	147	175	5	5	136	170	3	2	69	39	2	4	0	2	6	11	174	214	5	8	172	152	2	5	88	86	0
NA_peak_708_G_Tb927.4.3420	Tb927_04_v5.1	891186	892367	.	1182	1784	9446	5238	6090	561	322	1172	4	57	52	0	4	275	185	2	1	142	94	1	1	175	137	0	17	3	2	13	10	0	0	7	8	77	83	7
NA_peak_709_G_Tb927.4.3450	Tb927_04_v5.1	896581	897933	.	1353	3081	2172	1536	1426	1044	959	1268	9	94	129	12	9	34	43	6	13	14	20	5	17	21	21	2	16	2	8	17	16	0	0	15	34	1	3	25
NA_peak_711_R_Tb927.4.3590	Tb927_04_v5.1	916905	917888	.	984	561	551	480	767	508	685	1307	0	0	1	48	0	0	24	0	0	0	16	0	0	1	17	0	2	0	0	42	0	0	0	57	5	0	0	91
NA_peak_712_G_Tb927.4.3620	Tb927_04_v5.1	920245	920982	.	738	985	1904	44	1116	1628	827	1428	10	21	20	0	1	57	74	0	1	1	0	0	0	35	41	0	20	29	0	0	9	10	0	0	25	12	0	0
NA_peak_713_G_Tb927.4.3630	Tb927_04_v5.1	923039	923901	.	863	2805	6621	2090	1190	3713	1617	1719	17	92	102	28	2	163	274	7	4	50	107	4	0	32	46	0	4	66	116	25	2	35	37	20	3	43	66	5
NA_peak_714_G_Tb927.4.3640	Tb927_04_v5.1	924960	925702	.	743	1941	3951	1296	746	2391	974	1151	10	75	59	6	0	95	10	1	1	38	12	0	0	20	11	0	2	45	9	25	0	21	4	14	0	24	9	11
NA_peak_719_G_Tb927.4.3750	Tb927_04_v5.1	977034	977859	.	826	1382	5228	671	8	3798	1435	2261	3	30	31	0	2	98	189	0	0	22	26	0	0	0	0	0	25	62	108	0	27	7	1	0	14	51	69	0
NA_peak_721_G_Tb927.4.3780	Tb927_04_v5.1	987839	988698	.	860	20	952	528	453	4	1	6	3	0	0	1	4	22	21	1	7	8	18	1	4	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_724_G_Tb927.4.3950	Tb927_04_v5.1	1044684	1045198	.	515	2026	8857	5222	2618	2419	1294	2990	52	0	9	95	518	1	7	391	341	0	11	273	174	1	1	141	3	0	20	98	0	0	26	40	2	0	30	117
NA_peak_725_G_Tb927.4.3970	Tb927_04_v5.1	1050985	1052921	.	1937	1954	3095	1427	3623	1661	1384	3092	1	15	20	12	0	38	38	6	0	25	17	3	0	60	46	0	0	27	19	4	0	23	12	4	0	48	41	0
NA_peak_726_G_Tb927.4.3970	Tb927_04_v5.1	1053327	1054946	.	1620	711	4604	4598	4852	1022	415	388	15	7	5	7	101	3	12	114	103	0	8	96	126	3	16	104	0	19	24	0	0	15	6	1	1	9	6	0
NA_peak_727_G_Tb927.4.3990	Tb927_04_v5.1	1057768	1059192	.	1425	852	1376	661	546	504	457	226	7	27	24	1	26	3	9	10	15	1	4	5	9	2	1	6	2	4	2	0	2	6	1	2	4	2	0	0
NA_peak_728_G_Tb927.4.4000	Tb927_04_v5.1	1060593	1062501	.	1909	3226	2891	2552	2397	937	621	806	38	69	16	5	16	73	9	12	7	70	5	3	3	67	5	2	12	12	0	1	8	5	1	3	14	24	50	1
NA_peak_729_G_Tb927.4.4010	Tb927_04_v5.1	1063921	1065306	.	1386	3335	2728	2467	2376	889	603	775	56	63	9	6	20	69	6	0	10	62	4	1	11	58	8	1	17	6	0	1	8	5	1	0	17	22	45	0
NA_peak_730_G_Tb927.4.4020	Tb927_04_v5.1	1067198	1068862	.	1665	4623	3929	3378	3380	1280	942	1054	40	54	195	103	12	64	195	22	9	57	172	5	8	61	168	16	13	6	9	44	14	8	4	29	15	25	50	40
NA_peak_731_G_Tb927.4.4020	Tb927_04_v5.1	1068965	1069772	.	808	1064	10185	9704	11041	1835	322	300	38	21	14	21	395	2	5	177	387	2	7	213	413	0	2	239	58	4	18	29	1	1	17	1	0	0	7	3
NA_peak_732_G_Tb927.4.4040	Tb927_04_v5.1	1072352	1073355	.	1004	141	544	559	503	178	142	13	1	3	2	1	6	1	8	1	9	4	16	2	3	9	12	1	1	3	8	0	0	5	6	0	0	0	0	0
NA_peak_733_G_Tb927.4.4070	Tb927_04_v5.1	1081269	1082510	.	1242	464	308	219	109	1857	1162	2167	5	23	26	5	4	1	2	10	8	0	0	2	3	0	0	3	3	35	41	5	1	19	40	2	9	69	77	5
NA_peak_734_G_Tb927.4.4110	Tb927_04_v5.1	1087324	1088400	.	1077	1516	15702	8410	4868	14365	16781	14843	55	4	7	27	400	2	9	283	245	0	1	153	149	0	0	104	381	2	6	248	442	0	1	279	429	1	5	272
NA_peak_735_G_Tb927.4.4180	Tb927_04_v5.1	1104861	1105781	.	921	2769	4470	571	180	1466	204	271	47	87	69	33	121	0	2	79	12	1	0	15	6	0	1	6	31	15	19	22	6	1	1	0	2	5	7	1
NA_peak_736_G_Tb927.4.4190	Tb927_04_v5.1	1107815	1110125	.	2311	3495	3943	2019	1211	4148	3739	3069	103	45	0	0	34	98	0	0	15	47	0	0	8	40	0	0	82	21	0	0	102	1	0	0	62	6	0	0
NA_peak_737_G_Tb927.4.4190	Tb927_04_v5.1	1109305	1110125	.	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_738_G_Tb927.4.4230	Tb927_04_v5.1	1117641	1119627	.	1987	1528	2454	1408	970	1997	1491	1653	24	31	0	0	20	68	0	0	12	50	0	0	13	30	0	0	40	12	0	0	35	2	0	0	45	5	0	0
NA_peak_739_R_Tb927.4.4230	Tb927_04_v5.1	1119306	1119642	.	337	50	96	44	36	45	21	34	0	0	17	15	0	0	45	2	0	0	24	0	0	0	13	1	0	0	8	29	0	0	0	14	0	0	3	27
NA_peak_740_G_Tb927.4.4310	Tb927_04_v5.1	1138807	1140815	.	2009	55	5935	4219	9318	8593	6118	4987	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	2	0	0	1	1	0	0	1
NA_peak_741_G_Tb927.4.4380	Tb927_04_v5.1	1153284	1155450	.	2167	283	1672	1479	1264	304	297	232	3	0	7	10	5	30	36	6	6	13	36	2	2	34	26	4	2	1	0	6	3	0	1	9	1	0	6	6
NA_peak_742_G_Tb927.4.4410	Tb927_04_v5.1	1167351	1167723	.	373	997	1791	1729	1403	357	398	284	2	69	3	0	1	1	24	0	0	6	30	0	0	4	17	0	7	0	0	1	4	1	0	2	1	0	0	0
NA_peak_744_G_Tb927.4.4430	Tb927_04_v5.1	1176633	1177619	.	987	1070	5079	4578	4167	964	1136	856	10	44	22	8	1	282	255	0	2	263	229	0	2	221	211	0	35	5	0	17	39	7	0	31	26	6	2	24
NA_peak_745_G_Tb927.4.4440	Tb927_04_v5.1	1181484	1182466	.	983	2038	9558	8627	7441	2674	3093	2169	14	56	35	33	4	365	324	0	3	327	351	1	1	334	295	0	52	8	0	89	57	12	1	130	35	15	4	85
NA_peak_746_G_Tb927.4.4450	Tb927_04_v5.1	1186347	1187330	.	984	1220	4049	3611	3090	1256	1284	1150	10	26	33	10	1	82	234	0	2	67	215	0	1	40	194	0	39	12	0	31	57	8	0	23	42	11	2	17
NA_peak_747_G_Tb927.4.4460	Tb927_04_v5.1	1191198	1191622	.	425	574	878	672	489	657	612	559	8	18	0	0	4	61	1	0	1	49	4	0	1	40	2	0	32	8	0	4	34	4	0	0	30	9	0	0
NA_peak_748_G_Tb927.4.4470	Tb927_04_v5.1	1195625	1196015	.	391	516	1012	733	544	631	591	558	7	15	0	0	1	71	1	0	5	62	0	0	1	45	1	0	27	12	0	0	42	3	0	0	31	7	0	1
NA_peak_749_G_Tb927.4.4480	Tb927_04_v5.1	1200048	1201242	.	1195	909	4088	2307	1326	297	108	139	8	29	37	8	1	85	122	1	0	61	73	0	0	37	42	0	9	0	0	10	3	0	0	1	3	0	1	8
NA_peak_750_G_Tb927.4.4480	Tb927_04_v5.1	1201714	1203488	.	1775	1930	4046	1650	1537	2005	1110	1572	16	25	36	15	29	73	71	33	17	28	26	16	11	16	21	11	6	43	13	17	8	15	10	3	6	27	8	1
NA_peak_751_G_Tb927.4.4520	Tb927_04_v5.1	1232777	1234018	.	1242	24	198	283	506	26	56	74	0	0	1	0	6	7	4	0	4	9	11	0	9	7	17	2	0	0	0	0	2	0	0	1	3	0	1	0
NA_peak_752_G_Tb927.4.4520	Tb927_04_v5.1	1238144	1239359	.	1216	1357	6592	1891	770	3113	349	1320	0	51	49	1	2	186	187	1	0	75	59	0	0	42	25	1	1	97	87	8	0	0	0	10	0	25	24	17
NA_peak_753_G_Tb927.4.4570	Tb927_04_v5.1	1258708	1259422	.	715	240	639	86	79	167	60	206	4	4	2	2	2	25	12	1	0	4	2	0	1	1	4	0	2	3	0	4	1	1	0	0	5	0	4	0
NA_peak_754_G_Tb927.4.4580	Tb927_04_v5.1	1261553	1263973	.	2421	296	659	448	357	584	471	273	7	2	4	6	5	14	17	0	2	8	11	0	0	7	4	0	10	1	5	13	11	3	8	11	5	3	4	8
