"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Gene Type","Input ID"
"Tb927.1.2700","Tb927.1.2700:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:622,175..623,776(+)","hypothetical protein, conserved","protein coding","Tb927.1.2700"
"Tb927.1.2710","Tb927.1.2710:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:624,161..628,405(+)","hypothetical protein, conserved","protein coding","Tb927.1.2710"
"Tb927.1.2730","Tb927.1.2730:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:628,532..629,938(+)","conserved protein, unknown function","protein coding","Tb927.1.2730"
"Tb927.1.2740","Tb927.1.2740:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:631,055..633,005(+)","lipase-like protein, putative","protein coding","Tb927.1.2740"
"Tb927.1.275","Tb927.1.275:pseudogenic_transcript","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:107,289..110,934(+)","expression site-associated gene 4 (ESAG4), pseudogene","protein coding","Tb927.1.275"
"Tb927.1.2750","Tb927.1.2750:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:633,194..633,871(+)","hypothetical protein, conserved","protein coding","Tb927.1.2750"
"Tb927.1.2760","Tb927.1.2760:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:634,072..634,634(+)","hypothetical protein","protein coding","Tb927.1.2760"
"Tb927.1.2770","Tb927.1.2770:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:634,794..636,278(+)","hypothetical protein, conserved","protein coding","Tb927.1.2770"
"Tb927.1.2780","Tb927.1.2780:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:636,257..640,556(-)","hypothetical protein","protein coding","Tb927.1.2780"
"Tb927.1.280","Tb927.1.280:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:111,940..112,743(+)","Protein of unknown function (DUF1181), putative","protein coding","Tb927.1.280"
"Tb927.1.2820","Tb927.1.2820:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:640,697..643,263(-)","pteridine transporter, putative","protein coding","Tb927.1.2820"
"Tb927.1.2850","Tb927.1.2850:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:644,706..647,261(-)","pteridine transporter, putative","protein coding","Tb927.1.2850"
"Tb927.1.2880","Tb927.1.2880:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:648,704..651,264(-)","pteridine transporter, putative","protein coding","Tb927.1.2880"
"Tb927.1.290","Tb927.1.290:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:113,066..119,201(+)","leucine-rich repeat protein (LRRP), putative","protein coding","Tb927.1.290"
"Tb927.1.2970","Tb927.1.2970:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:656,565..657,473(+)","hypothetical protein, conserved","protein coding","Tb927.1.2970"
"Tb927.1.2980","Tb927.1.2980:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:658,928..662,823(+)","hypothetical protein, conserved","protein coding","Tb927.1.2980"
"Tb927.1.2985","Tb927.1.2985:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:662,952..663,556(+)","ER protein Pkr1, putative","protein coding","Tb927.1.2985"
"Tb927.1.2990","Tb927.1.2990:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:663,652..666,826(+)","kinetoplast ribosomal PPR-repeat containing protein 2","protein coding","Tb927.1.2990"
"Tb927.1.30","Tb927.1.30:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:11,158..11,865(+)","hypothetical protein","protein coding","Tb927.1.30"
"Tb927.1.300","Tb927.1.300:pseudogenic_transcript","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:120,952..129,674(+)","retrotransposon hot spot protein (RHS, pseudogene), putative","protein coding","Tb927.1.300"
"Tb927.1.3000","Tb927.1.3000:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:666,978..668,620(+)","amidohydrolase, putative","protein coding","Tb927.1.3000"
"Tb927.1.3010","Tb927.1.3010:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:668,729..670,101(+)","mRNA processing protein, putative","protein coding","Tb927.1.3010"
"Tb927.1.3030","Tb927.1.3030:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:670,234..671,532(+)","KREL2","protein coding","Tb927.1.3030"
"Tb927.1.3040","Tb927.1.3040:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:671,777..672,908(+)","hypothetical protein, conserved","protein coding","Tb927.1.3040"
"Tb927.1.3050","Tb927.1.3050:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:672,923..674,982(+)","tRNA (Uracil-5-)-methyltransferase, putative","protein coding","Tb927.1.3050"
"Tb927.1.3070","Tb927.1.3070:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:675,110..676,653(+)","hypothetical protein, conserved","protein coding","Tb927.1.3070"
"Tb927.1.3110","Tb927.1.3110:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:677,616..679,013(+)","soluble N-ethylmaleimide sensitive factor (NSF) attachment protein, putative","protein coding","Tb927.1.3110"
"Tb927.1.3120","Tb927.1.3120:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:679,144..682,632(+)","Peptidase C50 separase, putative","protein coding","Tb927.1.3120"
"Tb927.1.3130","Tb927.1.3130:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:683,008..684,631(+)","AGC/RSK family serine/threonine kinase, putative","protein coding","Tb927.1.3130"
"Tb927.1.3150","Tb927.1.3150:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:685,426..686,960(+)","hypothetical protein, conserved","protein coding","Tb927.1.3150"
"Tb927.1.3170","Tb927.1.3170:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:687,208..688,587(+)","CHORD, putative","protein coding","Tb927.1.3170"
"Tb927.1.3180","Tb927.1.3180:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:688,934..689,792(+)","40S ribosomal protein S11, putative","protein coding","Tb927.1.3180"
"Tb927.1.320","Tb927.1.320:pseudogenic_transcript","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:129,265..131,017(+)","retrotransposon hot spot protein (RHS, pseudogene), putative","protein coding","Tb927.1.320"
"Tb927.1.3200","Tb927.1.3200:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:689,981..691,247(+)","Suppressor of G2 allele of SKP1, putative","protein coding","Tb927.1.3200"
"Tb927.1.3220","Tb927.1.3220:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:691,637..693,398(+)","TBC1 domain family member 20/GTPase, putative","protein coding","Tb927.1.3220"
"Tb927.1.3230","Tb927.1.3230:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:694,140..696,465(+)","cell division cycle protein, putative","protein coding","Tb927.1.3230"
"Tb927.1.3250","Tb927.1.3250:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:696,806..702,812(+)","Domain of unknown function (DUF4456), putative","protein coding","Tb927.1.3250"
"Tb927.1.3260","Tb927.1.3260:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:702,966..708,786(+)","hypothetical protein, conserved","protein coding","Tb927.1.3260"
"Tb927.1.3270","Tb927.1.3270:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:709,471..712,308(+)","hypothetical protein, conserved","protein coding","Tb927.1.3270"
"Tb927.1.3280","Tb927.1.3280:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:712,890..713,989(+)","septum formation protein MAF homologue, putative","protein coding","Tb927.1.3280"
"Tb927.1.3290","Tb927.1.3290:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:714,094..717,220(+)","hypothetical protein, conserved","protein coding","Tb927.1.3290"
"Tb927.1.330","Tb927.1.330:pseudogenic_transcript","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:131,092..132,929(-)","retrotransposon hot spot protein (RHS, pseudogene), putative","protein coding","Tb927.1.330"
"Tb927.1.3300","Tb927.1.3300:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:717,851..722,139(+)","Myotubularin-related protein, putative","protein coding","Tb927.1.3300"
"Tb927.1.3310","Tb927.1.3310:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:721,777..723,140(+)","hypothetical protein, conserved","protein coding","Tb927.1.3310"
"Tb927.1.3320","Tb927.1.3320:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:723,733..725,505(+)","leucine-rich repeat protein (LRRP), putative","protein coding","Tb927.1.3320"
"Tb927.1.3350","Tb927.1.3350:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:725,821..728,189(+)","hypothetical protein","protein coding","Tb927.1.3350"
"Tb927.1.3360","Tb927.1.3360:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:728,538..731,231(-)","hypothetical protein","protein coding","Tb927.1.3360"
"Tb927.1.3390","Tb927.1.3390:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:731,489..732,378(-)","Eukaryotic protein of unknown function (DUF866), putative","protein coding","Tb927.1.3390"
"Tb927.1.3400","Tb927.1.3400:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:732,215..733,840(-)","hypothetical protein, conserved","protein coding","Tb927.1.3400"
"Tb927.1.3410","Tb927.1.3410.1:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:734,213..736,337(-)","hypothetical protein, conserved","protein coding","Tb927.1.3410"
"Tb927.1.3410","Tb927.1.3410.2:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:734,213..736,337(-)","hypothetical protein, conserved","protein coding","Tb927.1.3410"
"Tb927.1.3450","Tb927.1.3450:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:736,446..740,175(-)","hypothetical protein, conserved","protein coding","Tb927.1.3450"
"Tb927.1.350","Tb927.1.350:pseudogenic_transcript","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:133,484..136,578(-)","retrotransposon hot spot protein (RHS, pseudogene), putative","protein coding","Tb927.1.350"
"Tb927.1.3550","Tb927.1.3550:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:751,140..757,935(-)","hypothetical protein","protein coding","Tb927.1.3550"
"Tb927.1.3560","Tb927.1.3560:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:758,163..762,086(-)","Centrosomal protein of 164 kDa, putative","protein coding","Tb927.1.3560"
"Tb927.1.3670","Tb927.1.3670:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:769,751..779,012(+)","expression site-associated gene 8 (ESAG8) protein, putative","protein coding","Tb927.1.3670"
"Tb927.1.370","Tb927.1.370.1:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:138,324..144,568(-)","leucine-rich repeat protein (LRRP), putative","protein coding","Tb927.1.370"
"Tb927.1.370","Tb927.1.370.2:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:138,324..144,568(-)","leucine-rich repeat protein (LRRP), putative","protein coding","Tb927.1.370"
"Tb927.1.3750","Tb927.1.3750:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:803,648..805,452(-)","hypothetical protein, conserved","protein coding","Tb927.1.3750"
"Tb927.1.380","Tb927.1.380:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:144,595..146,629(-)","Protein of unknown function (DUF1181), putative","protein coding","Tb927.1.380"
"Tb927.1.3800","Tb927.1.3800:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:814,232..814,850(+)","Present in the outer mitochondrial membrane proteome 18","protein coding","Tb927.1.3800"
"Tb927.1.3810","Tb927.1.3810:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:815,097..815,608(+)","hypothetical protein, conserved","protein coding","Tb927.1.3810"
"Tb927.1.3820","Tb927.1.3820:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:815,718..816,149(+)","ATP synthase subunit, putative","protein coding","Tb927.1.3820"
"Tb927.1.3830","Tb927.1.3830:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:816,304..818,578(+)","glucose-6-phosphate isomerase, glycosomal","protein coding","Tb927.1.3830"
"Tb927.1.3840","Tb927.1.3840:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:818,726..820,827(+)","hypothetical protein, conserved","protein coding","Tb927.1.3840"
"Tb927.1.3850","Tb927.1.3850:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:820,968..822,057(+)","Sec61beta family, putative","protein coding","Tb927.1.3850"
"Tb927.1.3860","Tb927.1.3860:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:822,194..826,118(+)","hypothetical protein, conserved","protein coding","Tb927.1.3860"
"Tb927.1.3880","Tb927.1.3880:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:826,497..832,221(+)","Fusaric acid resistance protein-like, putative","protein coding","Tb927.1.3880"
"Tb927.1.3890","Tb927.1.3890:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:832,456..833,388(+)","hypothetical protein","protein coding","Tb927.1.3890"
"Tb927.1.3910","Tb927.1.3910:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:833,572..836,861(+)","Anaphase-promoting complex subunit CDC23","protein coding","Tb927.1.3910"
"Tb927.1.3940","Tb927.1.3940:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:837,318..840,600(+)","hypothetical protein, conserved","protein coding","Tb927.1.3940"
"Tb927.1.3950","Tb927.1.3950:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:840,718..844,478(+)","alanine aminotransferase","protein coding","Tb927.1.3950"
"Tb927.1.40","Tb927.1.40:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:12,407..41,394(-)","hypothetical protein","protein coding","Tb927.1.40"
"Tb927.1.400","Tb927.1.400:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:147,245..151,108(+)","hypothetical protein, conserved","protein coding","Tb927.1.400"
"Tb927.1.4010","Tb927.1.4010:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:844,375..848,709(+)","primase 2","protein coding","Tb927.1.4010"
"Tb927.1.4020","Tb927.1.4020:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:848,810..852,598(+)","hypothetical protein","protein coding","Tb927.1.4020"
"Tb927.1.4040","Tb927.1.4040:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:852,635..854,428(+)","hypothetical protein, conserved","protein coding","Tb927.1.4040"
"Tb927.1.4050","Tb927.1.4050:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:856,392..861,646(+)","ser/thr protein phosphatase, putative","protein coding","Tb927.1.4050"
"Tb927.1.410","Tb927.1.410:pseudogenic_transcript","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:151,227..153,022(+)","retrotransposon hot spot protein (RHS, pseudogene), putative","protein coding","Tb927.1.410"
"Tb927.1.4100","Tb927.1.4100:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:861,574..864,625(+)","cytochrome oxidase subunit IV","protein coding","Tb927.1.4100"
"Tb927.1.4140","Tb927.1.4140:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:864,788..866,440(+)","Bardet-Biedl syndrome 5 protein","protein coding","Tb927.1.4140"
"Tb927.1.4160","Tb927.1.4160:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:866,634..867,647(+)","hypothetical protein, conserved","protein coding","Tb927.1.4160"
"Tb927.1.4180","Tb927.1.4180:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:867,783..870,352(+)","leucine-rich repeat protein (LRRP), putative","protein coding","Tb927.1.4180"
"Tb927.1.420","Tb927.1.420:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:156,334..158,411(+)","retrotransposon hot spot protein 5 (RHS5), putative","protein coding","Tb927.1.420"
"Tb927.1.4220","Tb927.1.4220.1:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:871,671..873,776(+)","Ydr279p protein family (RNase H2 complex component), putative","protein coding","Tb927.1.4220"
"Tb927.1.4220","Tb927.1.4220.2:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:871,671..873,776(+)","Ydr279p protein family (RNase H2 complex component), putative","protein coding","Tb927.1.4220"
"Tb927.1.4230","Tb927.1.4230:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:873,922..876,311(+)","hypothetical protein, conserved","protein coding","Tb927.1.4230"
"Tb927.1.4250","Tb927.1.4250:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:876,432..879,282(+)","hypothetical protein, conserved","protein coding","Tb927.1.4250"
"Tb927.1.4280","Tb927.1.4280:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:880,176..883,182(+)","hypothetical protein, conserved","protein coding","Tb927.1.4280"
"Tb927.1.430","Tb927.1.430:pseudogenic_transcript","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:159,057..166,610(+)","retrotransposon hot spot protein (RHS, pseudogene), putative","protein coding","Tb927.1.430"
"Tb927.1.4300","Tb927.1.4300:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:885,965..890,522(+)","chaperone protein DnaJ, putative","protein coding","Tb927.1.4300"
"Tb927.1.4310","Tb927.1.4310:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:890,091..897,567(+)","Flagellum attachment zone protein 2","protein coding","Tb927.1.4310"
"Tb927.1.4340","Tb927.1.4340:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:899,108..903,089(+)","hypothetical protein, conserved","protein coding","Tb927.1.4340"
"Tb927.1.4370","Tb927.1.4370:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:902,820..905,658(+)","Putative integral membrane protein conserved region (DUF2404), putative","protein coding","Tb927.1.4370"
"Tb927.1.4380","Tb927.1.4380:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:905,832..907,962(+)","Putative integral membrane protein conserved region (DUF2404), putative","protein coding","Tb927.1.4380"
"Tb927.1.4400","Tb927.1.4400:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:907,880..908,989(+)","hypothetical protein, conserved","protein coding","Tb927.1.4400"
"Tb927.1.4410","Tb927.1.4410:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:909,409..911,906(+)","SUMO-interacting motif-containing protein","protein coding","Tb927.1.4410"
"Tb927.1.4420","Tb927.1.4420:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:912,167..916,224(+)","ABC transporter, putative","protein coding","Tb927.1.4420"
"Tb927.1.4450","Tb927.1.4450:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:916,395..920,056(+)","calcium-activated potassium channel, putative","protein coding","Tb927.1.4450"
"Tb927.1.4470","Tb927.1.4470:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:921,239..923,025(+)","hypothetical protein, conserved","protein coding","Tb927.1.4470"
"Tb927.1.4480","Tb927.1.4480:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:923,248..927,993(+)","WD repeat and HMG-box DNA-binding protein, putative","protein coding","Tb927.1.4480"
"Tb927.1.4490","Tb927.1.4490:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:928,833..931,833(+)","acetyltransferase, putative","protein coding","Tb927.1.4490"
"Tb927.1.450","Tb927.1.450:pseudogenic_transcript","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:167,799..174,153(-)","retrotransposon hot spot protein (RHS, pseudogene), putative","protein coding","Tb927.1.450"
"Tb927.1.4500","Tb927.1.4500:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:932,224..934,231(+)","SNARE associated Golgi protein, putative","protein coding","Tb927.1.4500"
"Tb927.1.4520","Tb927.1.4520:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:934,408..939,104(+)","Zinc finger, C3HC4 type (RING finger), putative","protein coding","Tb927.1.4520"
"Tb927.1.4540","Tb927.1.4540:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:937,984..942,232(+)","cyclin-like F-box protein 1A","protein coding","Tb927.1.4540"
"Tb927.1.4560","Tb927.1.4560:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:942,390..944,105(+)","cyclin-like F-box protein 1B","protein coding","Tb927.1.4560"
"Tb927.1.4580","Tb927.1.4580:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:945,453..947,168(+)","cyclin-like F-box protein 1C","protein coding","Tb927.1.4580"
"Tb927.1.4600","Tb927.1.4600:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:948,580..950,295(+)","cyclin-like F-box protein 1D","protein coding","Tb927.1.4600"
"Tb927.1.4630","Tb927.1.4630:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:951,709..953,424(+)","cyclin-like F-box protein 1E","protein coding","Tb927.1.4630"
"Tb927.1.4650","Tb927.1.4650:mRNA","Trypanosoma brucei brucei TREU927","Tb927_01_v5.1:954,772..959,982(+)","cyclin-like F-box protein 2","protein coding","Tb927.1.4650"
