"Gene_acc","Gene_id","bsf","pcf","rank_bsf","rank_pcf","Desc","prot_group"
"aa1224aa","Tb927.10.12720","5.93","5.79","3689.00","3977.00","Bait On Hook 1","PG758"
"aa1225aa","Tb927.10.12740","5.57","5.70","2796.00","3775.00","Zinc finger CCCH domain-containing protein 35","PG759"
"aa1226aa","Tb927.10.12780","3.28","3.55","253.00","244.00","Zinc finger CCCH domain-containing protein 37","PG760"
"aa1227aa","Tb927.10.1280","6.05","3.57","4006.00","415.00","Domain of unknown function (DUF4499), putative","PG761"
"aa1228aa","Tb927.10.12800","3.41","3.65","647.00","1147.00","Zinc finger CCCH domain-containing protein 38","PG762"
"aa1229aa","Tb927.10.12810","5.75","6.08","3240.00","4639.00","cholinephosphate cytidylyltransferase A, putative","PG763"
"aa122aa","Tb10.v4.0044","5.78","5.46","3300.00","3294.00","hypothetical protein, conserved","PG57"
"aa1230aa","Tb927.10.12820","7.51","3.59","6244.00","567.00","hypothetical protein, conserved","PG764"
"aa1231aa","Tb927.10.12830","5.28","4.80","2158.00","2359.00","acetyltransferase, putative","PG765"
"aa1232aa","Tb927.10.12830","5.28","4.80","2158.00","2359.00","acetyltransferase, putative","PG765"
"aa1233aa","Tb927.10.12840","7.35","7.99","6143.00","6534.00","mitochondrial carrier protein","PG766"
"aa1234aa","Tb927.10.12850","5.95","5.75","3725.00","3897.00","ttaggg binding factor","PG767"
"aa1235aa","Tb927.10.12860","6.22","5.60","4363.00","3562.00","pre-RNA processing PIH1/Nop17, putative","PG768"
"aa1236aa","Tb927.10.12870","5.72","4.79","3177.00","2348.00","Basal body protein","PG769"
"aa1237aa","Tb927.10.12880","4.68","3.61","1335.00","752.00","SET domain containing protein, putative","PG770"
"aa1238aa","Tb927.10.12890","7.32","7.43","6114.00","6294.00","bifunctional aminoacyl-tRNA synthetase, putative","PG771"
"aa1239aa","Tb927.10.12910","6.01","3.56","3889.00","295.00","hypothetical protein, conserved","PG772"
"aa123aa","Tb927.10.4310","6.92","7.54","5653.00","6371.00","prohibitin 2, putative","PG58"
"aa1240aa","Tb927.10.12910","6.01","3.56","3889.00","295.00","hypothetical protein, conserved","PG772"
"aa1241aa","Tb927.10.12920","4.60","3.60","1262.00","714.00","Flagellum attachment zone protein 18","PG773"
"aa1242aa","Tb927.10.12930","5.98","5.83","3804.00","4101.00","hypothetical protein, conserved","PG774"
"aa1243aa","Tb927.10.12940","7.23","6.76","6016.00","5773.00","predicted zinc finger protein","PG775"
"aa1244aa","Tb927.10.12950","4.73","5.02","1367.00","2584.00","Basal body protein","PG776"
"aa1245aa","Tb927.10.12960","7.53","7.22","6256.00","6181.00","Ras-related protein Rab5A","PG777"
"aa1246aa","Tb927.10.12970","6.45","6.13","4892.00","4770.00","AN1-like zinc finger, putative","PG778"
"aa1247aa","Tb927.10.12980","5.46","4.91","2540.00","2451.00","Multisite-specific tRNA:(cytosine-C(5))-methyltransferase, putative","PG779"
"aa1248aa","Tb927.10.12990","6.24","5.17","4404.00","2795.00","predicted ankyrin repeat family protein","PG780"
"aa1249aa","Tb927.10.13000","3.37","5.96","561.00","4390.00","cAMP phosphodiesterase A, putative","PG781"
"aa124aa","Tb10.v4.0045","6.92","7.54","5653.00","6371.00","prohibitin, putative","PG58"
"aa1250aa","Tb927.10.13020","5.46","4.90","2534.00","2443.00","Vacuolar protein sorting-associated protein 16 homolog, putative","PG782"
"aa1251aa","Tb927.10.13030","5.40","5.32","2399.00","3033.00","cysteine peptidase, Clan CA, family C2, putative","PG783"
"aa1252aa","Tb927.10.13040","3.30","5.71","315.00","3801.00","procyclic-enriched flagellar receptor adenylate cyclase 4","PG784"
"aa1253aa","Tb927.10.13070","4.41","3.57","1106.00","391.00","hypothetical protein, conserved","PG785"
"aa1254aa","Tb927.10.13090","5.27","3.66","2153.00","1155.00","PhoD-like phosphatase, putative","PG786"
"aa1255aa","Tb927.10.1310","5.24","5.30","2080.00","3001.00","Domain of unknown function (DUF4042), putative","PG787"
"aa1256aa","Tb927.10.13100","5.83","3.56","3408.00","367.00","Cytokinesis initiation factor 3","PG788"
"aa1257aa","Tb927.10.13110","7.49","6.55","6234.00","5507.00","Outer arm dynein light chain 7","PG789"
"aa1258aa","Tb927.10.13120","5.60","4.93","2861.00","2486.00","mitochondrial carrier protein","PG790"
"aa1259aa","Tb927.10.13130","5.91","7.02","3637.00","6037.00","UTP-glucose-1-phosphate uridylyltransferase","PG791"
"aa125aa","Tb10.v4.0052","7.42","7.24","6192.00","6207.00","microtubule-associated protein 2","PG59"
"aa1260aa","Tb927.10.13140","6.08","3.71","4071.00","1436.00","hypothetical protein, conserved","PG792"
"aa1261aa","Tb927.10.13150","4.78","3.76","1418.00","1639.00","hypothetical protein, conserved","PG793"
"aa1262aa","Tb927.10.13170","3.29","3.64","291.00","1016.00","Mitoribosomal LSU assembly factor 29","PG794"
"aa1263aa","Tb11.v5.0438","3.29","3.64","291.00","1016.00","hypothetical protein, conserved","PG794"
"aa1264aa","Tb927.10.13180","6.04","6.12","3945.00","4755.00","Nrap protein, putative","PG795"
"aa1265aa","Tb927.10.13190","5.17","4.80","1963.00","2357.00","actin-related protein 2/3 complex subunit 1, putative","PG796"
"aa1266aa","Tb927.10.1320","6.08","5.05","4070.00","2627.00","hypothetical protein, conserved","PG797"
"aa1267aa","Tb927.10.13200","4.39","3.77","1096.00","1673.00","kinetoplast ribosomal PPR-repeat containing protein 4","PG798"
"aa1268aa","Tb11.v5.0897","4.39","3.77","1096.00","1673.00","hypothetical protein, conserved","PG798"
"aa1269aa","Tb927.10.13210","5.27","5.44","2141.00","3252.00","dolichyl-P-Man:GDP-ManGlcNAc2-PP-dolichyl beta-1,4-mannosyltransferase, putative","PG799"
"aa126aa","Tb10.v4.0066","6.59","3.58","5156.00","481.00","expression site-associated gene 3 (ESAG3, pseudogene), putative","PG60"
"aa1270aa","Tb11.v5.0694","5.27","5.44","2141.00","3252.00","glycosyltransferase, putative","PG799"
"aa1271aa","Tb927.10.13220","4.74","4.39","1384.00","2170.00","cyclophilin type peptidyl-prolyl cis-trans isomerase, putative","PG800"
"aa1272aa","Tb927.10.13230","5.30","3.97","2207.00","2006.00","hypothetical protein, conserved","PG801"
"aa1273aa","Tb927.10.13240","5.36","5.83","2326.00","4099.00","hypothetical protein, conserved","PG802"
"aa1274aa","Tb927.10.13250","5.62","5.27","2911.00","2960.00","hypothetical protein, conserved","PG803"
"aa1275aa","Tb927.10.13260","4.80","3.61","1440.00","769.00","hypothetical protein, conserved","PG804"
"aa1276aa","Tb11.v5.0845","4.80","3.61","1440.00","769.00","hypothetical protein, conserved","PG804"
"aa1277aa","Tb11.v5.0846","4.80","3.61","1440.00","769.00","hypothetical protein, conserved","PG804"
"aa1278aa","Tb927.10.13280","6.43","5.93","4856.00","4333.00","hypothetical protein, conserved","PG805"
"aa1279aa","Tb927.10.13290","6.79","6.13","5463.00","4762.00","ethanolamine phosphotransferase (EPT)","PG806"
"aa127aa","Tb10.v4.0071","3.48","3.60","750.00","722.00","variant surface glycoprotein (VSG, pseudogene), putative /product","PG61"
"aa1280aa","Tb927.10.13300","4.66","6.20","1312.00","4924.00","Mitochondrial ribosomal protein S8","PG807"
"aa1281aa","Tb927.10.13310","5.98","3.83","3794.00","1798.00","DNA-directed RNA polymerase I subunit RPB5z, putative","PG808"
"aa1282aa","Tb927.10.13320","6.60","6.10","5161.00","4693.00","DNA-directed RNA polymerase II/III subunit, putative","PG809"
"aa1283aa","Tb927.10.13330","5.15","3.76","1932.00","1645.00","paraflagellar rod component, putative","PG810"
"aa1284aa","Tb11.v5.0893","5.15","3.76","1932.00","1645.00","hypothetical protein, conserved","PG810"
"aa1285aa","Tb927.10.13335","5.72","3.82","3184.00","1774.00","Zinc-finger of C2H2 type, putative","PG811"
"aa1286aa","Tb927.10.13350","3.40","3.69","626.00","1322.00","hypothetical protein, conserved","PG812"
"aa1287aa","Tb927.10.13360","7.10","7.90","5865.00","6512.00","Elongation factor Tu, mitochondrial","PG813"
"aa1288aa","Tb927.10.13370","6.34","3.58","4643.00","462.00","dynein light chain Tctex-type, putative","PG814"
"aa1289aa","Tb927.10.13380","4.24","3.53","1034.00","158.00","Origin recognition complex subunit 4-like protein","PG815"
"aa128aa","Tb10.v4.0109","7.47","3.56","6228.00","316.00","variant surface glycoprotein (VSG, pseudogene), putative","PG62"
"aa1290aa","Tb927.10.1340","4.65","5.18","1306.00","2809.00","hypothetical protein, conserved","PG816"
"aa1291aa","Tb927.10.13430","5.89","7.63","3581.00","6409.00","citrate synthase, putative","PG817"
"aa1292aa","Tb927.10.13450","6.31","5.81","4583.00","4041.00","hypothetical protein, conserved","PG818"
"aa1293aa","Tb927.10.13470","5.43","5.23","2484.00","2881.00","PA26 p53-induced protein (sestrin), putative","PG819"
"aa1294aa","Tb927.10.13480","6.35","5.07","4664.00","2666.00","CAMK/CAMKL family protein kinase, putative","PG820"
"aa1295aa","Tb927.10.13490","3.36","3.62","530.00","860.00","CAMK/CAMKL family protein kinase, putative","PG821"
"aa1296aa","Tb927.10.1350","3.32","3.68","395.00","1314.00","hypothetical protein, conserved","PG822"
"aa1297aa","Tb11.v5.0706","3.32","3.68","395.00","1314.00","hypothetical protein, conserved","PG822"
"aa1298aa","Tb927.11.9710","8.21","7.69","6522.00","6432.00","60S ribosomal protein L10a, putative","PG823"
"aa1299aa","Tb927.10.13500","8.21","7.69","6522.00","6432.00","60S ribosomal protein L10a","PG823"
"aa129aa","Tb10.v4.0217","5.93","3.56","3679.00","317.00","hypothetical protein","PG63"
"aa12aa","Tb11.0220","7.51","3.53","6247.00","142.00","expression site-associated gene 3 (ESAG3), degenerate","PG1"
"aa1300aa","Tb927.10.13510","6.32","6.69","4600.00","5691.00","zinc metallopeptidase, putative","PG824"
"aa1301aa","Tb927.10.13513","6.47","3.68","4946.00","1280.00","Dpy-30 motif containing protein, putative","PG825"
"aa1302aa","Tb927.10.13517","8.47","8.16","6593.00","6573.00","40S ribosomal protein S27-like, putative","PG826"
"aa1303aa","Tb927.10.13520","6.47","5.38","4932.00","3152.00","Zn-finger in Ran binding protein and others/FYVE zinc finger, putative","PG827"
"aa1304aa","Tb927.10.13540","6.17","5.57","4239.00","3513.00","RNA-binding protein, putative","PG828"
"aa1305aa","Tb927.10.13550","6.01","5.74","3877.00","3861.00","hypothetical protein, conserved","PG829"
"aa1306aa","Tb927.10.13560","6.01","6.93","3868.00","5955.00","mevalonate-diphosphate decarboxylase","PG830"
"aa1307aa","Tb927.10.14080","5.97","5.77","3787.00","3922.00","RNA-binding protein 27, putative","PG831"
"aa1308aa","Tb927.10.13570","5.97","5.77","3787.00","3922.00","RNA-binding protein, putative","PG831"
"aa1309aa","Tb927.10.13580","3.21","4.03","61.00","2064.00","major facilitator superfamily protein (MFS), putative","PG832"
"aa130aa","Tb10.v4.0219","3.32","3.59","390.00","614.00","retrotransposon hot spot protein (RHS, pseudogene), putative","PG64"
"aa1310aa","Tb927.10.13600","3.19","5.62","22.00","3603.00","Cardiolipin-dependent protein 18kDa","PG833"
"aa1311aa","Tb927.10.13610","6.11","4.50","4137.00","2207.00","zinc-finger of a C2HC-type/Double zinc ribbon, putative","PG834"
"aa1312aa","Tb927.10.13620","4.97","5.80","1650.00","4009.00","nadh-ubiquinone oxidoreductase 39 kda subunit","PG835"
"aa1313aa","Tb927.10.13630","7.26","6.53","6050.00","5474.00","glucosidase, putative","PG836"
"aa1314aa","Tb927.10.13640","5.17","3.84","1968.00","1813.00","hypothetical protein, conserved","PG837"
"aa1315aa","Tb927.10.13650","7.10","6.20","5874.00","4934.00","ADP-ribosylation factor-like protein 2-binding protein, putative","PG838"
"aa1316aa","Tb927.10.13660","5.58","5.92","2819.00","4297.00","Domain of unknown function DUF21, putative","PG839"
"aa1317aa","Tb927.10.13670","6.58","6.58","5125.00","5549.00","serine/threonine protein phosphatase 5","PG840"
"aa1318aa","Tb927.10.13680","4.53","3.79","1191.00","1708.00","lipase domain protein, putative","PG841"
"aa1319aa","Tb11.v5.0627","4.53","3.79","1191.00","1708.00","lipase domain protein, putative","PG841"
"aa131aa","Tb927.10.6900","5.85","3.53","3464.00","131.00","base J-associated glucosyltransferase","PG65"
"aa1320aa","Tb927.10.1370","3.23","3.58","117.00","447.00","hypothetical protein, conserved","PG842"
"aa1321aa","Tb927.10.13710","7.43","6.20","6202.00","4914.00","Activator of Hsp90 ATPase, N-terminal/Activator of Hsp90 ATPase homolog 1-like protein, putative","PG843"
"aa1322aa","Tb927.10.13720","7.52","6.74","6250.00","5752.00","RNA-binding protein 29, putative","PG844"
"aa1323aa","Tb927.10.13730","6.40","5.83","4776.00","4089.00","60S ribosomal protein L7, putative","PG845"
"aa1324aa","Tb927.10.13740","6.29","5.56","4529.00","3484.00","Flagellum attachment zone protein 35","PG846"
"aa1325aa","Tb927.10.13760","5.50","4.04","2611.00","2073.00","hypothetical protein, conserved","PG847"
"aa1326aa","Tb927.10.13770","5.40","6.51","2407.00","5435.00","hypothetical protein, conserved","PG848"
"aa1327aa","Tb927.10.13790","7.53","5.57","6257.00","3511.00","hypothetical protein, conserved","PG849"
"aa1328aa","Tb927.10.13800","6.89","6.68","5629.00","5671.00","hypothetical protein, conserved","PG850"
"aa1329aa","Tb927.10.13810","3.40","6.18","620.00","4864.00","hypothetical protein, conserved","PG851"
"aa132aa","Tb10.v4.0246","5.85","3.53","3464.00","131.00","hypothetical protein","PG65"
"aa1330aa","Tb927.10.13820","3.40","5.58","631.00","3527.00","Mitochondrial SSU ribosomal protein, putative","PG852"
"aa1331aa","Tb927.10.13830","6.11","6.34","4125.00","5157.00","Presequence translocase-associated motor 27","PG853"
"aa1332aa","Tb927.10.13840","6.39","5.32","4762.00","3031.00","Domain of unknown function (DUF4475), putative","PG854"
"aa1333aa","Tb927.10.13850","5.60","5.68","2851.00","3739.00","ATP12 chaperone protein, putative","PG855"
"aa1334aa","Tb927.10.13860","6.89","6.00","5626.00","4484.00","GPI-anchor transamidase subunit 8 (GPI8)","PG856"
"aa1335aa","Tb927.10.13870","5.61","3.66","2885.00","1213.00","tubulin tyrosine ligase protein, putative","PG857"
"aa1336aa","Tb927.10.13880","5.59","3.94","2843.00","1978.00","hypothetical protein, conserved","PG858"
"aa1337aa","Tb927.10.1390","7.48","7.54","6232.00","6370.00","Hypoxanthine-guanine-xanthine phosphoribosyltransferase","PG859"
"aa1338aa","Tb927.10.13920","3.53","6.09","803.00","4675.00","hypothetical protein, conserved","PG860"
"aa1339aa","Tb927.10.13930","5.95","3.67","3726.00","1259.00","phosphatidic acid phosphatase, putative","PG861"
"aa133aa","Tb927.10.6950","5.33","6.58","2264.00","5546.00","sterol 24-c-methyltransferase, putative","PG66"
"aa1340aa","Tb927.10.13950","7.10","5.49","5878.00","3345.00","tubulin-specific chaperone, putative","PG862"
"aa1341aa","Tb927.10.13960","6.57","5.70","5109.00","3784.00","paralyzed flagella protein 20","PG863"
"aa1342aa","Tb927.10.13970","5.84","5.78","3450.00","3944.00","uracil-DNA glycosylase, putative","PG864"
"aa1343aa","Tb927.10.13980","6.47","5.80","4938.00","4013.00","btb/poz domain containing protein, putative","PG865"
"aa1344aa","Tb927.10.13990","5.22","5.06","2047.00","2635.00","Pentatricopeptide repeat protein (PPR), putative","PG866"
"aa1345aa","Tb927.10.1400","7.34","7.35","6131.00","6269.00","hypoxanthine-guanine phosphoribosyltransferase","PG867"
"aa1346aa","Tb927.10.1470","7.34","7.35","6131.00","6269.00","hypoxanthine-guanine phosphoribosyltransferase","PG867"
"aa1347aa","Tb927.10.14000","6.67","7.25","5285.00","6216.00","aconitase","PG868"
"aa1348aa","Tb927.10.14010","7.15","6.91","5944.00","5937.00","tubulin cofactor C domain-containing protein RP2","PG869"
"aa1349aa","Tb927.10.14020","3.59","5.21","856.00","2853.00","hypothetical protein, conserved","PG870"
"aa134aa","Tb927.10.6910","5.33","6.58","2264.00","5546.00","Sterol methyltransferase, putative","PG66"
"aa1350aa","Tb927.10.14030","7.45","6.60","6220.00","5568.00","hypothetical protein, conserved","PG871"
"aa1351aa","Tb927.10.14040","7.04","6.42","5805.00","5311.00","vacuolar ATP synthase subunit c, putative","PG872"
"aa1352aa","Tb927.10.14090","6.32","6.70","4610.00","5699.00","transporter, putative","PG873"
"aa1353aa","Tb927.10.1410","4.23","5.04","1033.00","2618.00","hypothetical protein, conserved","PG874"
"aa1354aa","Tb927.10.14110","6.32","6.94","4595.00","5960.00","13 kDa deflagellation-inducible protein, putative","PG875"
"aa1355aa","Tb927.10.14130","6.93","6.56","5664.00","5511.00","SRP19 protein, putative","PG876"
"aa1356aa","Tb927.10.14140","8.82","7.69","6626.00","6438.00","pyruvate kinase 1","PG877"
"aa1357aa","Tb11.v5.0605","8.82","7.69","6626.00","6438.00","pyruvate kinase 1, putative","PG877"
"aa1358aa","Tb927.10.14150","7.66","7.03","6330.00","6042.00","EnigmRBP1","PG878"
"aa1359aa","Tb927.10.14160","7.43","3.58","6201.00","471.00","Aquaglyceroporin 3","PG879"
"aa135aa","Tb11.v5.0496","5.33","6.58","2264.00","5546.00","sterol 24-c-methyltransferase, putative","PG66"
"aa1360aa","Tb927.10.14170","7.35","3.90","6142.00","1913.00","aquaglyceroporin 2","PG880"
"aa1361aa","Tb927.10.14180","7.37","7.24","6159.00","6204.00","protein transport protein SEC13","PG881"
"aa1362aa","Tb927.10.14190","6.04","5.51","3963.00","3378.00","hypothetical protein, conserved","PG882"
"aa1363aa","Tb927.10.1420","6.78","6.67","5442.00","5663.00","metallo-peptidase, Clan MG, Family M24","PG883"
"aa1364aa","Tb11.v5.0783","6.78","6.67","5442.00","5663.00","methionine aminopeptidase 2, putative","PG883"
"aa1365aa","Tb927.10.14200","6.32","5.97","4594.00","4416.00","syntaxin 5","PG884"
"aa1366aa","Tb927.10.14210","6.04","3.69","3951.00","1339.00","TFIIH basal transcription factor subunit","PG885"
"aa1367aa","Tb927.10.14220","6.11","5.71","4134.00","3797.00","hypothetical protein, conserved","PG886"
"aa1368aa","Tb927.10.14230","4.57","3.63","1233.00","976.00","hypothetical protein, conserved","PG887"
"aa1369aa","Tb927.10.14240","6.99","6.55","5740.00","5498.00","N-myristoyltransferase","PG888"
"aa136aa","Tb10.v4.0247","5.33","6.58","2264.00","5546.00","s-adenosyl-L-methionine-c-24-delta-sterol-methyl transferase a, putative","PG66"
"aa1370aa","Tb11.v5.0859","6.99","6.55","5740.00","5498.00","N-myristoyl transferase, putative","PG888"
"aa1371aa","Tb927.10.14250","3.22","5.73","90.00","3844.00","hypothetical protein, conserved","PG889"
"aa1372aa","Tb927.10.14260","3.30","3.81","320.00","1770.00","AP-4 complex subunit sigma-1, putative","PG890"
"aa1373aa","Tb927.10.14280","5.52","5.34","2664.00","3073.00","mitochondrial carrier protein","PG891"
"aa1374aa","Tb927.10.1430","7.32","6.10","6109.00","4689.00","hypothetical protein, conserved","PG892"
"aa1375aa","Tb927.10.14300","5.64","4.96","2969.00","2523.00","MEKK-related kinase 1, putative","PG893"
