Tb927.9.13440	Tb927_09_v5.1:2132976..2133162:r	Tb927_09_v5.1:2127479..2128238:r
Tb927.9.10630	Tb927_09_v5.1:1669065..1669609:r	Tb927_09_v5.1:1665432..1668263:r
Tb927.9.10640	Tb927_09_v5.1:1672900..1672986:r	Tb927_09_v5.1:1669781..1670631:r
Tb927.9.10650	Tb927_09_v5.1:1687276..1687459:r	Tb927_09_v5.1:1686300..1686879:r
Tb927.9.10660	Tb927_09_v5.1:1688464..1688470:r	Tb927_09_v5.1:1687601..1687935:r
Tb927.9.10690	Tb927_09_v5.1:1694444..1694908:r	Tb927_09_v5.1:1692301..1692976:r
Tb927.9.10770	Tb927_09_v5.1:1701947..1702247:r	Tb927_09_v5.1:1697533..1700278:r
Tb927.9.10790	Tb927_09_v5.1:1705782..1706222:r	Tb927_09_v5.1:1702470..1704863:r
Tb927.9.10880	Tb927_09_v5.1:1715347..1715752:r	Tb927_09_v5.1:1714361..1714623:r
Tb927.9.10920	Tb927_09_v5.1:1721202..1721240:r	Tb927_09_v5.1:1717515..1718024:r
Tb927.9.10930	Tb927_09_v5.1:1721994..1722131:r	Tb927_09_v5.1:1721375..1721654:r
Tb927.9.11000	Tb927_09_v5.1:1733004..1733423:r	Tb927_09_v5.1:1731369..1732340:r
Tb927.9.11030	Tb927_09_v5.1:1737857..1737938:r	Tb927_09_v5.1:1733648..1736845:r
Tb927.9.11050	Tb927_09_v5.1:1744292..1744915:r	Tb927_09_v5.1:1739324..1742653:r
Tb927.9.11070	Tb927_09_v5.1:1747692..1747960:r	Tb927_09_v5.1:1745066..1745705:r
Tb927.9.11100	Tb927_09_v5.1:1752491..1752529:r	Tb927_09_v5.1:1748115..1751485:r
Tb927.9.11110	Tb927_09_v5.1:1760048..1760159:r	Tb927_09_v5.1:1752691..1752835:r
Tb927.9.11120	Tb927_09_v5.1:1762935..1763060:r	Tb927_09_v5.1:1760926..1761125:r
Tb927.9.11130	Tb927_09_v5.1:1764071..1764141:r	Tb927_09_v5.1:1763193..1763332:r
Tb927.9.11150	Tb927_09_v5.1:1768547..1768580:r	Tb927_09_v5.1:1765948..1766122:r
Tb927.9.11230	Tb927_09_v5.1:1776254..1776291	Tb927_09_v5.1:1776718..1776807
Tb927.9.11250	Tb927_09_v5.1:1776931..1776939	Tb927_09_v5.1:1778275..1778409
Tb927.9.11350	Tb927_09_v5.1:1785350..1785442	Tb927_09_v5.1:1786376..1786480
Tb927.9.11360	Tb927_09_v5.1:1786627..1786665	Tb927_09_v5.1:1787701..1787745
Tb927.9.11370	Tb927_09_v5.1:1787858..1787898	Tb927_09_v5.1:1788337..1788431
Tb927.9.11410	Tb927_09_v5.1:1789160..1789174	Tb927_09_v5.1:1789595..1789674
Tb927.9.11560	Tb927_09_v5.1:1803319..1803406	Tb927_09_v5.1:1804385..1804424
Tb927.9.11670	Tb927_09_v5.1:1813998..1814153	Tb927_09_v5.1:1817829..1818023
Tb927.9.11750	Tb927_09_v5.1:1826052..1826073	Tb927_09_v5.1:1827025..1827269
Tb927.9.11770	Tb927_09_v5.1:1829896..1829980	Tb927_09_v5.1:1832993..1834577
Tb927.9.11810	Tb927_09_v5.1:1838810..1838898	Tb927_09_v5.1:1840348..1841042
Tb927.9.11850	Tb927_09_v5.1:1847726..1847889	Tb927_09_v5.1:1851718..1852377
Tb927.9.11870	Tb927_09_v5.1:1853253..1853446	Tb927_09_v5.1:1854305..1854400
Tb927.9.11890	Tb927_09_v5.1:1856378..1856544	Tb927_09_v5.1:1859440..1859724
Tb927.9.11910	Tb927_09_v5.1:1861886..1861980	Tb927_09_v5.1:1863343..1863567
Tb927.9.11930	Tb927_09_v5.1:1863758..1863843	Tb927_09_v5.1:1866151..1866493
Tb927.9.11940	Tb927_09_v5.1:1866937..1866966	Tb927_09_v5.1:1867351..1868402
Tb927.9.11970	Tb927_09_v5.1:1870821..1870820	Tb927_09_v5.1:1872528..1872812
Tb927.9.12040	Tb927_09_v5.1:1877337..1877565	Tb927_09_v5.1:1879102..1879866
Tb927.9.12070	Tb927_09_v5.1:1880009..1880412	Tb927_09_v5.1:1883401..1884405
Tb927.9.12080	Tb927_09_v5.1:1884573..1884946	Tb927_09_v5.1:1885499..1885633
Tb927.9.12100	Tb927_09_v5.1:1892569..1892623	Tb927_09_v5.1:1893881..1894076
Tb927.9.12110	Tb927_09_v5.1:1894196..1894374	Tb927_09_v5.1:1895815..1896679
Tb927.9.12170	Tb927_09_v5.1:1902175..1902238	Tb927_09_v5.1:1903115..1907340
Tb927.9.12310	Tb927_09_v5.1:1913479..1913753	Tb927_09_v5.1:1916352..1916441
Tb927.9.12320	Tb927_09_v5.1:1918837..1918884	Tb927_09_v5.1:1920118..1921229
Tb927.9.12330	Tb927_09_v5.1:1921432..1921605	Tb927_09_v5.1:1922122..1922321
Tb927.9.12340	Tb927_09_v5.1:1922908..1923102	Tb927_09_v5.1:1925149..1927108
Tb927.9.12360	Tb927_09_v5.1:1927308..1930261	Tb927_09_v5.1:1931945..1933374
Tb927.9.12390	Tb927_09_v5.1:1935540..1935697	Tb927_09_v5.1:1936310..1937219
Tb927.9.12400	Tb927_09_v5.1:1937325..1937726	Tb927_09_v5.1:1941765..1943428
Tb927.9.12430	Tb927_09_v5.1:1943590..1943809	Tb927_09_v5.1:1944332..1944736
Tb927.9.12440	Tb927_09_v5.1:1944831..1944907	Tb927_09_v5.1:1945610..1945740
Tb927.9.12450	Tb927_09_v5.1:1945859..1945865	Tb927_09_v5.1:1947132..1947851
Tb927.9.12480	Tb927_09_v5.1:1949981..1950027	Tb927_09_v5.1:1950496..1950935
Tb927.9.12490	Tb927_09_v5.1:1951118..1951228	Tb927_09_v5.1:1955069..1956156
Tb927.9.12500	Tb927_09_v5.1:1956324..1956462	Tb927_09_v5.1:1958038..1959102
Tb927.9.12510	Tb927_09_v5.1:1959267..1959336	Tb927_09_v5.1:1961545..1964619
Tb927.9.12530	Tb927_09_v5.1:1964736..1965247	Tb927_09_v5.1:1966502..1966621
Tb927.9.12650	Tb927_09_v5.1:1985928..1986042	Tb927_09_v5.1:1989688..1990313
Tb927.9.12670	Tb927_09_v5.1:1990453..1990736	Tb927_09_v5.1:1991829..1992103
Tb927.9.12680	Tb927_09_v5.1:1992289..1992302	Tb927_09_v5.1:1993119..1993838
Tb927.9.12720	Tb927_09_v5.1:2000348..2000370	Tb927_09_v5.1:2001544..2001760
Tb927.9.12740	Tb927_09_v5.1:2004552..2004643	Tb927_09_v5.1:2005886..2006094
Tb927.9.12770	Tb927_09_v5.1:2009349..2009517	Tb927_09_v5.1:2012587..2012716
Tb927.9.12820	Tb927_09_v5.1:2026639..2026705	Tb927_09_v5.1:2027081..2027580
Tb927.9.12870	Tb927_09_v5.1:2033136..2033144	Tb927_09_v5.1:2033568..2033737
Tb927.9.12880	Tb927_09_v5.1:2033843..2033887	Tb927_09_v5.1:2035952..2036141
Tb927.9.12950	Tb927_09_v5.1:2041383..2041449	Tb927_09_v5.1:2042668..2043047
Tb927.9.12960	Tb927_09_v5.1:2043188..2043568	Tb927_09_v5.1:2045345..2047109
Tb927.9.13020	Tb927_09_v5.1:2056533..2056548	Tb927_09_v5.1:2057695..2058249
Tb927.9.13050	Tb927_09_v5.1:2062454..2062461	Tb927_09_v5.1:2066197..2066416
Tb927.9.13100	Tb927_09_v5.1:2070780..2070835	Tb927_09_v5.1:2071376..2071493
Tb927.9.13110	Tb927_09_v5.1:2071649..2071748	Tb927_09_v5.1:2073069..2073757
Tb927.9.13120	Tb927_09_v5.1:2073942..2073953	Tb927_09_v5.1:2074701..2074850
Tb927.9.13140	Tb927_09_v5.1:2077308..2077352	Tb927_09_v5.1:2079327..2079469
Tb927.9.13150	Tb927_09_v5.1:2079636..2079846	Tb927_09_v5.1:2080699..2081033
Tb927.9.13240	Tb927_09_v5.1:2090943..2091069:r	Tb927_09_v5.1:2089194..2090444:r
Tb927.9.13250	Tb927_09_v5.1:2093424..2093444:r	Tb927_09_v5.1:2091171..2091350:r
Tb927.9.13280	Tb927_09_v5.1:2095173..2095203:r	Tb927_09_v5.1:2093598..2093882:r
Tb927.9.13320	Tb927_09_v5.1:2101079..2101181:r	Tb927_09_v5.1:2099235..2099554:r
Tb927.9.13460	Tb927_09_v5.1:2133958..2134102:r	Tb927_09_v5.1:2133279..2133498:r
Tb927.9.13470	Tb927_09_v5.1:2136755..2136935:r	Tb927_09_v5.1:2134237..2134411:r
Tb927.9.13510	Tb927_09_v5.1:2144021..2144118:r	Tb927_09_v5.1:2140510..2142148:r
Tb927.9.13520	Tb927_09_v5.1:2148055..2148056:r	Tb927_09_v5.1:2144846..2145327:r
Tb927.9.13530	Tb927_09_v5.1:2149097..2149111:r	Tb927_09_v5.1:2148213..2148592:r
Tb927.9.13570	Tb927_09_v5.1:2153825..2153891:r	Tb927_09_v5.1:2150626..2151169:r
Tb927.9.13610	Tb927_09_v5.1:2162070..2162559:r	Tb927_09_v5.1:2156146..2158076:r
Tb927.9.13620	Tb927_09_v5.1:2169362..2169481:r	Tb927_09_v5.1:2162697..2163355:r
Tb927.9.13680	Tb927_09_v5.1:2173433..2173503:r	Tb927_09_v5.1:2172804..2172883:r
Tb927.9.13770	Tb927_09_v5.1:2176788..2176885:r	Tb927_09_v5.1:2175663..2175947:r
Tb927.9.13780	Tb927_09_v5.1:2177996..2178147:r	Tb927_09_v5.1:2177009..2177113:r
Tb927.9.13970	Tb927_09_v5.1:2182406..2182438:r	Tb927_09_v5.1:2181318..2181385:r
Tb927.9.13990	Tb927_09_v5.1:2187867..2188127:r	Tb927_09_v5.1:2183293..2186948:r
Tb927.9.14050	Tb927_09_v5.1:2195683..2195895:r	Tb927_09_v5.1:2193968..2194107:r
Tb927.9.14100	Tb927_09_v5.1:2202448..2202484:r	Tb927_09_v5.1:2200499..2201502:r
Tb927.9.14080	Tb927_09_v5.1:2199845..2199991:r	Tb927_09_v5.1:2198217..2199226:r
Tb927.9.14120	Tb927_09_v5.1:2206421..2206622:r	Tb927_09_v5.1:2202649..2204824:r
Tb927.9.14130	Tb927_09_v5.1:2209547..2209732:r	Tb927_09_v5.1:2207118..2207983:r
Tb927.9.14140	Tb927_09_v5.1:2211135..2211629:r	Tb927_09_v5.1:2209895..2210498:r
Tb927.9.14160	Tb927_09_v5.1:2213895..2214071:r	Tb927_09_v5.1:2211766..2213000:r
Tb927.9.14170	Tb927_09_v5.1:2216553..2216587:r	Tb927_09_v5.1:2214214..2214584:r
Tb927.9.14190	Tb927_09_v5.1:2222758..2222806:r	Tb927_09_v5.1:2218294..2218725:r
Tb927.9.14200	Tb927_09_v5.1:2224646..2224753:r	Tb927_09_v5.1:2222935..2223484:r
Tb927.9.14230	Tb927_09_v5.1:2228879..2229020:r	Tb927_09_v5.1:2227360..2228299:r
Tb927.9.14280	Tb927_09_v5.1:2241052..2241247:r	Tb927_09_v5.1:2235330..2235924:r
Tb927.9.14400	Tb927_09_v5.1:2251081..2251188:r	Tb927_09_v5.1:2248998..2249997:r
Tb927.9.14430	Tb927_09_v5.1:2256068..2256084:r	Tb927_09_v5.1:2254530..2255017:r
Tb927.9.14480	Tb927_09_v5.1:2261640..2261799:r	Tb927_09_v5.1:2261144..2261342:r
Tb927.9.14570	Tb927_09_v5.1:2276553..2276593	Tb927_09_v5.1:2278427..2279036
Tb927.9.14600	Tb927_09_v5.1:2283993..2284392	Tb927_09_v5.1:2285377..2286401
Tb927.9.15030	Tb927_09_v5.1:2346248..2346257	Tb927_09_v5.1:2347866..2347950
Tb927.9.15040	Tb927_09_v5.1:2348083..2348106	Tb927_09_v5.1:2348950..2349029
Tb927.9.15050	Tb927_09_v5.1:2349136..2349173	Tb927_09_v5.1:2350560..2350679
Tb927.9.15060	Tb927_09_v5.1:2350792..2350840	Tb927_09_v5.1:2351597..2351906
Tb927.9.15100	Tb927_09_v5.1:2357402..2357420	Tb927_09_v5.1:2358774..2358946
Tb927.9.15230	Tb927_09_v5.1:2363863..2363911	Tb927_09_v5.1:2365169..2365463
Tb927.9.15240	Tb927_09_v5.1:2365561..2365597	Tb927_09_v5.1:2366345..2366529
Tb927.9.15270	Tb927_09_v5.1:2368768..2368783	Tb927_09_v5.1:2370416..2370750
Tb927.9.15290	Tb927_09_v5.1:2370925..2370991	Tb927_09_v5.1:2375129..2378448
Tb927.9.15350	Tb927_09_v5.1:2381771..2381851	Tb927_09_v5.1:2383919..2384098
Tb927.9.15330	Tb927_09_v5.1:2378596..2378759	Tb927_09_v5.1:2381454..2381644
Tb927.9.15360	Tb927_09_v5.1:2384322..2384345	Tb927_09_v5.1:2385099..2385625
Tb927.9.15380	Tb927_09_v5.1:2385699..2385928	Tb927_09_v5.1:2387051..2387945
Tb927.9.15400	Tb927_09_v5.1:2389353..2389395	Tb927_09_v5.1:2398543..2399432
Tb927.9.15460	Tb927_09_v5.1:2403896..2404147	Tb927_09_v5.1:2407274..2409265
Tb927.9.15470	Tb927_09_v5.1:2409432..2409698	Tb927_09_v5.1:2411745..2413013
Tb927.9.15480	Tb927_09_v5.1:2413055..2413331	Tb927_09_v5.1:2414985..2416000
Tb927.9.15490	Tb927_09_v5.1:2416134..2416468	Tb927_09_v5.1:2417711..2418120
Tb927.9.15520	Tb927_09_v5.1:2422401..2422456	Tb927_09_v5.1:2423240..2423719
Tb927.9.15890	Tb927_09_v5.1:2517603..2517670:r	Tb927_09_v5.1:2515490..2516144:r
Tb927.9.15930	Tb927_09_v5.1:2524900..2524967	Tb927_09_v5.1:2525988..2526177
Tb927.9.15940	Tb927_09_v5.1:2526358..2526398	Tb927_09_v5.1:2527587..2528126
Tb927.9.15980	Tb927_09_v5.1:2534899..2534942:r	Tb927_09_v5.1:2532842..2533449:r
Tb927.9.1500	Tb927_09_v5.1:357722..357769:r	Tb927_09_v5.1:355969..356323:r
Tb927.9.1720	Tb927_09_v5.1:393946..394010:r	Tb927_09_v5.1:392966..393273:r
Tb927.9.720	Tb927_09_v5.1:179436..179478	Tb927_09_v5.1:179890..181214
Tb927.9.740	Tb927_09_v5.1:182250..182430	Tb927_09_v5.1:182749..183173
Tb927.9.1280	Tb927_09_v5.1:329263..329337:r	Tb927_09_v5.1:327332..327681:r
Tb927.9.1940	Tb927_09_v5.1:436869..436869:r	Tb927_09_v5.1:433266..433505:r
Tb927.9.1950	Tb927_09_v5.1:438258..438257:r	Tb927_09_v5.1:436967..437033:r
Tb927.9.2070	Tb927_09_v5.1:465642..465641:r	Tb927_09_v5.1:464188..464282:r
Tb927.9.2130	Tb927_09_v5.1:482954..482975:r	Tb927_09_v5.1:481675..481948:r
Tb927.9.2730	Tb927_09_v5.1:600763..600771:r	Tb927_09_v5.1:595101..596625:r
Tb927.9.2860	Tb927_09_v5.1:610789..610788:r	Tb927_09_v5.1:608887..609471:r
Tb927.9.2811	Tb927_09_v5.1:613796..613795:r	Tb927_09_v5.1:611663..612532:r
Tb927.9.2815	Tb927_09_v5.1:616859..616888:r	Tb927_09_v5.1:614884..615553:r
Tb927.9.2840	Tb927_09_v5.1:619812..619841:r	Tb927_09_v5.1:617805..618629:r
Tb927.9.2865	Tb927_09_v5.1:635035..635064:r	Tb927_09_v5.1:632911..633765:r
Tb927.9.2881	Tb927_09_v5.1:644207..644236:r	Tb927_09_v5.1:642064..642973:r
Tb927.9.3770	Tb927_09_v5.1:750325..750396	Tb927_09_v5.1:751060..751164
Tb927.9.5880	Tb927_09_v5.1:991502..991502	Tb927_09_v5.1:992997..993061
Tb927.9.7330	Tb927_09_v5.1:1192691..1192692:r	Tb927_09_v5.1:1191197..1191256:r
Tb927.9.7870	Tb927_09_v5.1:1302044..1302055:r	Tb927_09_v5.1:1301014..1301113:r
Tb927.9.7880	Tb927_09_v5.1:1303169..1303210:r	Tb927_09_v5.1:1302140..1302319:r
Tb927.9.7920	Tb927_09_v5.1:1311815..1311999:r	Tb927_09_v5.1:1310768..1311505:r
Tb927.9.7950	Tb927_09_v5.1:1319335..1319347:r	Tb927_09_v5.1:1318262..1318398:r
Tb927.9.7960	Tb927_09_v5.1:1320465..1320491:r	Tb927_09_v5.1:1319437..1319591:r
Tb927.9.9180	Tb927_09_v5.1:1464604..1464605:r	Tb927_09_v5.1:1463300..1463562:r
Tb927.9.11760	Tb927_09_v5.1:1828339..1829172	Tb927_09_v5.1:1829632..1829758
Tb927.9.12030	Tb927_09_v5.1:1876404..1876462	Tb927_09_v5.1:1877000..1877241
Tb927.9.13040	Tb927_09_v5.1:2060301..2060390	Tb927_09_v5.1:2061639..2062338
Tb927.9.13300	Tb927_09_v5.1:2098246..2098298:r	Tb927_09_v5.1:2096609..2096856:r
Tb927.9.14240	Tb927_09_v5.1:2231978..2232047:r	Tb927_09_v5.1:2229099..2229718:r
Tb927.9.15020	Tb927_09_v5.1:2345153..2345175	Tb927_09_v5.1:2346061..2346129
Tb927.9.15870	Tb927_09_v5.1:2512284..2512561:r	Tb927_09_v5.1:2510442..2511584:r
Tb927.7.3620	Tb927_07_v5.1:942838..942981:r	Tb927_07_v5.1:940297..940743:r
Tb927.7.3630	Tb927_07_v5.1:946156..946646:r	Tb927_07_v5.1:943724..944568:r
Tb927.7.1580	Tb927_07_v5.1:395718..395944	Tb927_07_v5.1:398621..398821
Tb927.7.1590	Tb927_07_v5.1:399368..399838	Tb927_07_v5.1:401249..402490
Tb927.7.2680	Tb927_07_v5.1:702865..703049:r	Tb927_07_v5.1:694858..700737:r
Tb927.7.2670	Tb927_07_v5.1:694460..694742:r	Tb927_07_v5.1:689464..693073:r
Tb927.7.2640	Tb927_07_v5.1:678318..678494:r	Tb927_07_v5.1:675591..676955:r
Tb927.7.2610	Tb927_07_v5.1:670967..671059:r	Tb927_07_v5.1:668939..669787:r
Tb927.7.2580	Tb927_07_v5.1:665579..666232:r	Tb927_07_v5.1:662160..663661:r
Tb927.7.2550	Tb927_07_v5.1:654689..655148:r	Tb927_07_v5.1:652597..653350:r
Tb927.7.2540	Tb927_07_v5.1:651789..652001:r	Tb927_07_v5.1:650342..651107:r
Tb927.7.2520	Tb927_07_v5.1:647764..647855:r	Tb927_07_v5.1:646324..646587:r
Tb927.7.2510	Tb927_07_v5.1:645642..646179:r	Tb927_07_v5.1:644517..645092:r
Tb927.7.2500	Tb927_07_v5.1:643626..643915:r	Tb927_07_v5.1:641656..642311:r
Tb927.7.3420	Tb927_07_v5.1:889100..889375:r	Tb927_07_v5.1:888547..888760:r
Tb927.7.3430	Tb927_07_v5.1:890988..891036:r	Tb927_07_v5.1:889463..890291:r
Tb927.7.7470	Tb927_07_v5.1:2151124..2151293:r	Tb927_07_v5.1:2146830..2147505:r
Tb927.7.7460	Tb927_07_v5.1:2142282..2142333:r	Tb927_07_v5.1:2141524..2141702:r
Tb927.7.7440	Tb927_07_v5.1:2137655..2137812:r	Tb927_07_v5.1:2136977..2137234:r
Tb927.7.5560	Tb927_07_v5.1:1496839..1497335	Tb927_07_v5.1:1499316..1500504
Tb927.7.5500	Tb927_07_v5.1:1483503..1483521	Tb927_07_v5.1:1487059..1487574
Tb927.7.5470	Tb927_07_v5.1:1475950..1475975	Tb927_07_v5.1:1478016..1478395
Tb927.7.5440	Tb927_07_v5.1:1462957..1463039	Tb927_07_v5.1:1469007..1469606
Tb927.7.1220	Tb927_07_v5.1:313461..313888	Tb927_07_v5.1:317114..318106
Tb927.7.1210	Tb927_07_v5.1:308964..309086	Tb927_07_v5.1:311610..312626
Tb927.7.1200	Tb927_07_v5.1:306711..306950	Tb927_07_v5.1:308274..308841
Tb927.7.1190	Tb927_07_v5.1:301782..302108	Tb927_07_v5.1:305568..306569
Tb927.7.200	Tb927_07_v5.1:36627..36650	Tb927_07_v5.1:38153..39524
Tb927.7.220	Tb927_07_v5.1:41915..41927	Tb927_07_v5.1:43149..43313
Tb927.7.250	Tb927_07_v5.1:45229..45232	Tb927_07_v5.1:46988..47041
Tb927.7.260	Tb927_07_v5.1:47175..47185	Tb927_07_v5.1:47711..47830
Tb927.7.270	Tb927_07_v5.1:47949..47960	Tb927_07_v5.1:49074..49448
Tb927.7.280	Tb927_07_v5.1:49559..49636	Tb927_07_v5.1:50315..50494
Tb927.7.300	Tb927_07_v5.1:54440..54501	Tb927_07_v5.1:55606..55988
Tb927.7.310	Tb927_07_v5.1:58582..58635:r	Tb927_07_v5.1:57418..57552:r
Tb927.7.330	Tb927_07_v5.1:60957..61019:r	Tb927_07_v5.1:60210..60374:r
Tb927.7.340	Tb927_07_v5.1:62511..62570:r	Tb927_07_v5.1:61127..61526:r
Tb927.7.360	Tb927_07_v5.1:67121..67168:r	Tb927_07_v5.1:65302..65971:r
Tb927.7.370	Tb927_07_v5.1:68039..68378:r	Tb927_07_v5.1:67248..67567:r
Tb927.7.380	Tb927_07_v5.1:70203..70250:r	Tb927_07_v5.1:68487..69131:r
Tb927.7.390	Tb927_07_v5.1:71743..72082:r	Tb927_07_v5.1:70312..70476:r
Tb927.7.410	Tb927_07_v5.1:74661..75000:r	Tb927_07_v5.1:73882..74141:r
Tb927.7.440	Tb927_07_v5.1:79659..79706:r	Tb927_07_v5.1:78011..78665:r
Tb927.7.460	Tb927_07_v5.1:84312..84389:r	Tb927_07_v5.1:82349..82553:r
Tb927.7.470	Tb927_07_v5.1:86225..86318:r	Tb927_07_v5.1:84499..85330:r
Tb927.7.480	Tb927_07_v5.1:90155..90275:r	Tb927_07_v5.1:86485..87349:r
Tb927.7.500	Tb927_07_v5.1:98392..98511:r	Tb927_07_v5.1:92504..93675:r
Tb927.7.520	Tb927_07_v5.1:102631..102824:r	Tb927_07_v5.1:100273..102081:r
Tb927.7.530	Tb927_07_v5.1:108016..108043:r	Tb927_07_v5.1:102948..103326:r
Tb927.7.540	Tb927_07_v5.1:110317..110341:r	Tb927_07_v5.1:108138..108942:r
Tb927.7.550	Tb927_07_v5.1:112966..113058:r	Tb927_07_v5.1:110464..111465:r
Tb927.7.560	Tb927_07_v5.1:116399..116494:r	Tb927_07_v5.1:113922..114076:r
Tb927.7.580	Tb927_07_v5.1:120643..120783:r	Tb927_07_v5.1:117684..118593:r
Tb927.7.610	Tb927_07_v5.1:127542..127785:r	Tb927_07_v5.1:125218..126092:r
Tb927.7.640	Tb927_07_v5.1:133051..133498:r	Tb927_07_v5.1:130529..132045:r
Tb927.7.650	Tb927_07_v5.1:136970..137242:r	Tb927_07_v5.1:133602..134014:r
Tb927.7.660	Tb927_07_v5.1:139041..139104:r	Tb927_07_v5.1:137353..137639:r
Tb927.7.670	Tb927_07_v5.1:143400..143433:r	Tb927_07_v5.1:139227..140921:r
Tb927.7.680	Tb927_07_v5.1:146423..146565:r	Tb927_07_v5.1:143578..144097:r
Tb927.7.700	Tb927_07_v5.1:154959..155118:r	Tb927_07_v5.1:152758..152957:r
Tb927.7.710	Tb927_07_v5.1:158166..158192:r	Tb927_07_v5.1:155266..156245:r
Tb927.7.730	Tb927_07_v5.1:166357..166627:r	Tb927_07_v5.1:164210..164529:r
Tb927.7.750	Tb927_07_v5.1:172057..172171:r	Tb927_07_v5.1:169015..169509:r
Tb927.7.770	Tb927_07_v5.1:176609..176761:r	Tb927_07_v5.1:174621..175573:r
Tb927.7.780	Tb927_07_v5.1:178959..178971:r	Tb927_07_v5.1:176871..177065:r
Tb927.7.810	Tb927_07_v5.1:188908..188913:r	Tb927_07_v5.1:183327..184356:r
Tb927.7.830	Tb927_07_v5.1:199781..200026:r	Tb927_07_v5.1:190760..191359:r
Tb927.7.850	Tb927_07_v5.1:202323..202396:r	Tb927_07_v5.1:201048..201317:r
Tb927.7.900	Tb927_07_v5.1:212561..212731:r	Tb927_07_v5.1:210453..210772:r
Tb927.7.910	Tb927_07_v5.1:215212..215492:r	Tb927_07_v5.1:212860..213069:r
Tb927.7.940	Tb927_07_v5.1:237800..237818	Tb927_07_v5.1:239265..239305
Tb927.7.950	Tb927_07_v5.1:239418..239477	Tb927_07_v5.1:240963..241117
Tb927.7.960	Tb927_07_v5.1:241269..241718	Tb927_07_v5.1:244269..248159
Tb927.7.1000	Tb927_07_v5.1:259928..259945	Tb927_07_v5.1:262028..262318
Tb927.7.1010	Tb927_07_v5.1:262452..262522	Tb927_07_v5.1:263039..263084
Tb927.7.1020	Tb927_07_v5.1:263222..263264	Tb927_07_v5.1:264219..264364
Tb927.7.1025	Tb927_07_v5.1:264480..264561	Tb927_07_v5.1:264748..264874
Tb927.7.1030	Tb927_07_v5.1:265052..265230	Tb927_07_v5.1:267844..268098
Tb927.7.1060	Tb927_07_v5.1:269691..270034	Tb927_07_v5.1:271520..272118
Tb927.7.1070	Tb927_07_v5.1:272227..272236	Tb927_07_v5.1:274922..275090
Tb927.7.1090	Tb927_07_v5.1:277493..277534	Tb927_07_v5.1:282374..285123
Tb927.7.1110	Tb927_07_v5.1:287861..288011	Tb927_07_v5.1:289068..290114
Tb927.7.1120	Tb927_07_v5.1:290251..290301	Tb927_07_v5.1:290803..291048
Tb927.7.1130	Tb927_07_v5.1:291180..291228	Tb927_07_v5.1:291739..291957
Tb927.7.1140	Tb927_07_v5.1:292116..292139	Tb927_07_v5.1:292671..293489
Tb927.7.1150	Tb927_07_v5.1:293594..293923	Tb927_07_v5.1:297863..297962
Tb927.7.1160	Tb927_07_v5.1:298045..298177	Tb927_07_v5.1:298571..298660
Tb927.7.1170	Tb927_07_v5.1:298804..298947	Tb927_07_v5.1:299428..299800
Tb927.7.1230	Tb927_07_v5.1:318271..318349	Tb927_07_v5.1:320873..321264
Tb927.7.1240	Tb927_07_v5.1:321602..321623	Tb927_07_v5.1:323934..325069
Tb927.7.1250	Tb927_07_v5.1:325220..325418	Tb927_07_v5.1:326406..327073
Tb927.7.1260	Tb927_07_v5.1:327512..327526	Tb927_07_v5.1:328229..328393
Tb927.7.1280	Tb927_07_v5.1:331731..331745	Tb927_07_v5.1:332448..332993
Tb927.7.1310	Tb927_07_v5.1:336542..336722	Tb927_07_v5.1:340767..341137
Tb927.7.1330	Tb927_07_v5.1:342129..342228	Tb927_07_v5.1:343297..343433
Tb927.7.1350	Tb927_07_v5.1:344302..344481	Tb927_07_v5.1:345535..345753
Tb927.7.1360	Tb927_07_v5.1:345867..345939	Tb927_07_v5.1:347041..347158
Tb927.7.1370	Tb927_07_v5.1:350492..350497	Tb927_07_v5.1:352316..352397
Tb927.7.1400	Tb927_07_v5.1:354344..354448	Tb927_07_v5.1:356111..356247
Tb927.7.1410	Tb927_07_v5.1:356466..356730	Tb927_07_v5.1:359224..359442
Tb927.7.1420	Tb927_07_v5.1:359587..359795	Tb927_07_v5.1:364545..365323
Tb927.7.1430	Tb927_07_v5.1:365906..366012	Tb927_07_v5.1:367360..367524
Tb927.7.1480	Tb927_07_v5.1:375821..376108	Tb927_07_v5.1:377318..377799
Tb927.7.1520	Tb927_07_v5.1:382587..382626	Tb927_07_v5.1:382918..383180
Tb927.7.1610	Tb927_07_v5.1:404539..404546	Tb927_07_v5.1:406509..406708
Tb927.7.1620	Tb927_07_v5.1:407028..407231	Tb927_07_v5.1:408135..408307
Tb927.7.1650	Tb927_07_v5.1:411867..412009	Tb927_07_v5.1:414251..414340
Tb927.7.1660	Tb927_07_v5.1:414448..414452	Tb927_07_v5.1:417648..417838
Tb927.7.1670	Tb927_07_v5.1:418012..418175	Tb927_07_v5.1:418737..419383
Tb927.7.1690	Tb927_07_v5.1:421344..421538	Tb927_07_v5.1:422595..422849
Tb927.7.1700	Tb927_07_v5.1:422974..423087	Tb927_07_v5.1:424747..425574
Tb927.7.1710	Tb927_07_v5.1:425705..425708	Tb927_07_v5.1:426927..427117
Tb927.7.1720	Tb927_07_v5.1:427227..427229	Tb927_07_v5.1:428073..428874
Tb927.7.1760	Tb927_07_v5.1:432785..432874	Tb927_07_v5.1:434090..434357
