,Chromosome,Peak_Start,Peak_End,Peak_Name,UTR_Start,UTR_End,UTR_Gene_ID,UTR_Strand,UTR_Peak_overlap,Control_total,Control_F,Control_R,Treatment_total,Treatment_F,Treatment_R,Treatment_fraction_F,Treatment_fraction_R,Treatment_total_corrected_F,Treatment_total_corrected_R,download_seq,is_fully_contained
127,Tb927_02_v5.1,804867,807570,NA_peak_303,806956,807577,Tb927.2.4540,-,614,6139,84,152,44272,215,1242,0.14756348661633492,0.8524365133836651,6532.93067947838,37739.06932052162,Tb927_02_v5.1:806956..807570:r,False
128,Tb927_02_v5.1,813313,814791,NA_peak_304,814260,815787,Tb927.2.4580,-,531,4291,28,103,15564,27,471,0.05421686746987952,0.9457831325301205,843.8313253012049,14720.168674698794,Tb927_02_v5.1:814260..814791:r,False
129,Tb927_02_v5.1,816051,817399,NA_peak_305,817167,818320,Tb927.2.4590,-,232,154,4,7,4732,46,250,0.1554054054054054,0.8445945945945946,735.3783783783783,3996.6216216216217,Tb927_02_v5.1:817167..817399:r,False
130,Tb927_02_v5.1,819391,819924,NA_peak_306,819612,820159,Tb927.2.4610,-,312,990,58,9,2262,132,5,0.9635036496350365,0.03649635036496346,2179.4452554744526,82.55474452554735,Tb927_02_v5.1:819612..819924:r,False
131,Tb927_02_v5.1,833758,834715,NA_peak_307,833826,834115,Tb927.2.4710,-,289,3384,12,283,10023,3,786,0.0038022813688212928,0.9961977186311787,38.11026615969582,9984.889733840304,Tb927_02_v5.1:833826..834115:r,False
132,Tb927_02_v5.1,850247,850784,NA_peak_308,850455,850514,Tb927.2.4795,-,59,80,4,0,205,13,1,0.9285714285714286,0.0714285714285714,190.35714285714286,14.642857142857137,Tb927_02_v5.1:850455..850514:r,False
133,Tb927_02_v5.1,851754,852691,NA_peak_309,852426,853039,Tb927.2.4810,-,265,8,1,0,231,6,15,0.2857142857142857,0.7142857142857143,66.0,165.0,Tb927_02_v5.1:852426..852691:r,False
134,Tb927_02_v5.1,860248,860716,NA_peak_310,860667,861374,Tb927.2.4850,-,49,6,0,2,77,4,0,1.0,0.0,77.0,0.0,Tb927_02_v5.1:860667..860716:r,False
136,Tb927_02_v5.1,869991,870979,NA_peak_311,870284,871087,Tb927.2.4930,-,695,491,14,23,2874,96,19,0.8347826086956521,0.16521739130434787,2399.1652173913044,474.8347826086958,Tb927_02_v5.1:870284..870979:r,False
137,Tb927_02_v5.1,886413,887737,NA_peak_314,887683,887784,Tb927.2.5020,-,54,1370,19,46,4392,87,94,0.48066298342541436,0.5193370165745856,2111.07182320442,2280.92817679558,Tb927_02_v5.1:887683..887737:r,False
138,Tb927_02_v5.1,894509,895720,NA_peak_316,895161,895260,Tb927.2.5060,-,99,2522,129,68,14164,55,693,0.07352941176470588,0.9264705882352942,1041.4705882352941,13122.529411764706,Tb927_02_v5.1:895161..895260:r,False
139,Tb927_02_v5.1,1021180,1022226,NA_peak_321,1019800,1021444,Tb927.2.5650,+,264,1660,141,17,26186,1400,108,0.9283819628647215,0.07161803713527848,24310.6100795756,1875.3899204244021,Tb927_02_v5.1:1021180..1021444:f,False
140,Tb927_02_v5.1,1022276,1023085,NA_peak_322,1022502,1023021,Tb927.2.5660,+,519,1047,24,22,3540,33,99,0.25,0.75,885.0,2655.0,Tb927_02_v5.1:1022502..1023021:f,False
141,Tb927_02_v5.1,1043310,1044331,NA_peak_324,1043302,1046086,Tb927.2.5760,+,1021,815,30,53,3229,203,10,0.9530516431924883,0.04694835680751175,3077.4037558685445,151.59624413145545,Tb927_02_v5.1:1043310..1044331:f,True
142,Tb927_02_v5.1,1044550,1045538,NA_peak_325,1043302,1046086,Tb927.2.5760,+,988,1080,60,1,4847,266,3,0.9888475836431226,0.01115241635687736,4792.944237918216,54.05576208178456,Tb927_02_v5.1:1044550..1045538:f,True
143,Tb927_02_v5.1,1046049,1047398,NA_peak_326,1043302,1046086,Tb927.2.5760,+,37,4073,50,164,9072,303,61,0.8324175824175825,0.16758241758241754,7551.692307692308,1520.307692307692,Tb927_02_v5.1:1046049..1046086:f,False
145,Tb927_02_v5.1,1059149,1059599,NA_peak_327,1059084,1059328,Tb927.2.5850,+,179,42,1,3,557,45,6,0.8823529411764706,0.11764705882352944,491.4705882352941,65.5294117647059,Tb927_02_v5.1:1059149..1059328:f,False
146,Tb927_02_v5.1,1070424,1071821,NA_peak_328,1069343,1071596,Tb927.2.5870,+,1172,1173,45,18,3423,15,116,0.11450381679389313,0.8854961832061069,391.9465648854962,3031.053435114504,Tb927_02_v5.1:1070424..1071596:f,False
147,Tb927_02_v5.1,1076367,1076890,NA_peak_329,1076749,1076850,Tb927.2.5900,+,101,277,7,4,649,17,11,0.6071428571428571,0.3928571428571429,394.0357142857143,254.96428571428575,Tb927_02_v5.1:1076749..1076850:f,False
148,Tb927_02_v5.1,1081710,1082027,NA_peak_330,1081884,1082234,Tb927.2.5950,+,143,198,2,3,387,15,0,1.0,0.0,387.0,0.0,Tb927_02_v5.1:1081884..1082027:f,False
149,Tb927_02_v5.1,1089711,1091101,NA_peak_331,1089430,1091906,Tb927.2.6000,+,1390,293,20,16,5231,264,28,0.9041095890410958,0.09589041095890416,4729.397260273972,501.60273972602766,Tb927_02_v5.1:1089711..1091101:f,True
150,Tb927_02_v5.1,1094631,1096379,NA_peak_333,1095502,1096181,Tb927.2.6050,+,679,3726,48,149,12811,30,403,0.06928406466512702,0.930715935334873,887.5981524249422,11923.401847575058,Tb927_02_v5.1:1095502..1096181:f,False
151,Tb927_02_v5.1,1096542,1098051,NA_peak_334,1097218,1097380,Tb927.2.6070,+,162,3363,83,64,7606,191,101,0.6541095890410958,0.34589041095890416,4975.157534246575,2630.842465753425,Tb927_02_v5.1:1097218..1097380:f,False
152,Tb927_02_v5.1,1109432,1111858,NA_peak_335,1108870,1110069,Tb927.2.6150,+,637,745,10,54,22267,689,24,0.9663394109396914,0.033660589060308554,21517.479663394108,749.5203366058906,Tb927_02_v5.1:1109432..1110069:f,False
153,Tb927_02_v5.1,1119852,1122275,NA_peak_336,1119336,1120505,Tb927.2.6200,+,653,1718,27,75,53068,914,39,0.9590766002098636,0.04092339979013637,50896.27701993704,2171.722980062957,Tb927_02_v5.1:1119852..1120505:f,False
154,Tb927_02_v5.1,1129614,1132467,NA_peak_337,1129742,1130588,Tb927.2.6220,+,846,963,14,17,30892,351,23,0.9385026737967914,0.06149732620320858,28992.22459893048,1899.7754010695194,Tb927_02_v5.1:1129742..1130588:f,False
155,Tb927_02_v5.1,1161378,1164020,NA_peak_340,1160909,1162050,Tb927.2.6320,+,672,529,9,29,40030,2317,118,0.9515400410677618,0.0484599589322382,38090.147843942505,1939.8521560574952,Tb927_02_v5.1:1161378..1162050:f,False
156,Tb927_03_v5.1,113850,114504,NA_peak_381,114372,115422,Tb927.3.510,+,132,694,2,1,1701,0,0,,,,,Tb927_03_v5.1:114372..114504:f,False
157,Tb927_03_v5.1,116052,116433,NA_peak_382,116135,116136,Tb927.3.515,-,1,621,1,4,1676,19,59,0.24358974358974358,0.7564102564102564,408.2564102564102,1267.7435897435896,Tb927_03_v5.1:116135..116136:r,False
158,Tb927_03_v5.1,132367,133441,NA_peak_383,132591,132746,Tb927.3.585,-,155,35,0,1,218,1,5,0.16666666666666666,0.8333333333333334,36.33333333333333,181.66666666666669,Tb927_03_v5.1:132591..132746:r,False
159,Tb927_03_v5.1,147277,150014,NA_peak_385,148504,149253,Tb927.3.590,+,749,1734,51,63,29737,1481,626,0.7028951115329853,0.29710488846701466,20901.991931656386,8835.008068343615,Tb927_03_v5.1:148504..149253:f,False
160,Tb927_03_v5.1,158656,160126,NA_peak_386,159692,159922,Tb927.3.630,-,230,7186,335,161,34907,290,1408,0.1707891637220259,0.8292108362779741,5961.737338044758,28945.262661955243,Tb927_03_v5.1:159692..159922:r,False
161,Tb927_03_v5.1,161424,161728,NA_peak_387,161532,161753,Tb927.3.650,-,196,199,3,7,492,40,4,0.9090909090909091,0.09090909090909094,447.27272727272725,44.72727272727274,Tb927_03_v5.1:161532..161728:r,False
162,Tb927_03_v5.1,164431,165580,NA_peak_389,165241,165708,Tb927.3.680,-,339,852,25,13,2169,2,32,0.058823529411764705,0.9411764705882353,127.58823529411765,2041.4117647058824,Tb927_03_v5.1:165241..165580:r,False
163,Tb927_03_v5.1,168448,169220,NA_peak_390,168574,168910,Tb927.3.690,-,336,1434,30,80,4513,4,401,0.009876543209876543,0.9901234567901235,44.57283950617284,4468.427160493828,Tb927_03_v5.1:168574..168910:r,False
164,Tb927_03_v5.1,179809,181565,NA_peak_392,179228,180969,Tb927.3.740,-,1160,1304,38,75,19526,68,771,0.08104886769964244,0.9189511323003575,1582.5601907032183,17943.439809296782,Tb927_03_v5.1:179809..180969:r,False
165,Tb927_03_v5.1,187161,187721,NA_peak_393,187023,187244,Tb927.3.780,-,83,249,10,1,792,0,45,0.0,1.0,0.0,792.0,Tb927_03_v5.1:187161..187244:r,False
166,Tb927_03_v5.1,187751,188245,NA_peak_394,188157,188228,Tb927.3.790,-,71,339,30,0,948,78,40,0.6610169491525424,0.3389830508474576,626.6440677966102,321.35593220338984,Tb927_03_v5.1:188157..188228:r,False
167,Tb927_03_v5.1,207622,208664,NA_peak_396,207518,207711,Tb927.3.870,+,89,5,1,0,68,4,0,1.0,0.0,68.0,0.0,Tb927_03_v5.1:207622..207711:f,False
169,Tb927_03_v5.1,210825,211766,NA_peak_397,210969,211025,Tb927.3.900,+,56,3,0,0,57,2,0,1.0,0.0,57.0,0.0,Tb927_03_v5.1:210969..211025:f,False
170,Tb927_03_v5.1,231007,231932,NA_peak_399,231262,231722,Tb927.3.930,+,460,3366,25,236,28444,1807,63,0.9663101604278075,0.033689839572192515,27485.726203208556,958.2737967914439,Tb927_03_v5.1:231262..231722:f,False
171,Tb927_03_v5.1,236433,239122,NA_peak_400,236398,237497,Tb927.3.950,+,1064,2516,35,105,59103,634,2487,0.2031400192246075,0.7968599807753924,12006.184556231978,47096.81544376802,Tb927_03_v5.1:236433..237497:f,False
173,Tb927_03_v5.1,248819,250103,NA_peak_401,248712,250675,Tb927.3.1010,+,1284,644,43,15,4284,236,23,0.9111969111969112,0.08880308880308885,3903.5675675675675,380.4324324324326,Tb927_03_v5.1:248819..250103:f,True
174,Tb927_03_v5.1,253988,254666,NA_peak_402,254292,255112,Tb927.3.1030,+,374,90,4,3,430,25,11,0.6944444444444444,0.3055555555555556,298.6111111111111,131.38888888888889,Tb927_03_v5.1:254292..254666:f,False
175,Tb927_03_v5.1,254783,255469,NA_peak_403,254292,255112,Tb927.3.1030,+,329,8,0,1,428,21,1,0.9545454545454546,0.045454545454545414,408.54545454545456,19.45454545454544,Tb927_03_v5.1:254783..255112:f,False
176,Tb927_03_v5.1,263381,264237,NA_peak_405,263533,263702,Tb927.3.1060,+,169,334,5,20,2759,178,21,0.8944723618090452,0.10552763819095479,2467.8492462311556,291.15075376884425,Tb927_03_v5.1:263533..263702:f,False
177,Tb927_03_v5.1,265981,267324,NA_peak_406,266189,266383,Tb927.3.1080,+,194,595,21,18,1816,53,27,0.6625,0.3375,1203.1,612.9000000000001,Tb927_03_v5.1:266189..266383:f,False
179,Tb927_03_v5.1,272626,273390,NA_peak_407,272232,273170,Tb927.3.1110,+,544,1538,5,142,5349,350,52,0.8706467661691543,0.12935323383084574,4657.089552238806,691.9104477611938,Tb927_03_v5.1:272626..273170:f,False
180,Tb927_03_v5.1,280135,281299,NA_peak_408,280818,280998,Tb927.3.1150,+,180,47,4,3,264,17,1,0.9444444444444444,0.05555555555555558,249.33333333333331,14.666666666666673,Tb927_03_v5.1:280818..280998:f,False
181,Tb927_03_v5.1,293523,295425,NA_peak_409,295004,295302,Tb927.3.1190,+,298,4556,24,126,12880,5,341,0.014450867052023121,0.9855491329479769,186.1271676300578,12693.872832369942,Tb927_03_v5.1:295004..295302:f,False
182,Tb927_03_v5.1,298365,299155,NA_peak_411,298092,298902,Tb927.3.1200,+,537,414,20,14,4143,253,35,0.8784722222222222,0.12152777777777779,3639.5104166666665,503.48958333333337,Tb927_03_v5.1:298365..298902:f,False
183,Tb927_03_v5.1,303215,304761,NA_peak_412,302777,303887,Tb927.3.1210,+,672,24,2,0,327,8,5,0.6153846153846154,0.3846153846153846,201.23076923076925,125.76923076923076,Tb927_03_v5.1:303215..303887:f,False
184,Tb927_03_v5.1,322967,324384,NA_peak_413,321955,323088,Tb927.3.1300,+,121,358,7,13,1872,81,7,0.9204545454545454,0.07954545454545459,1723.090909090909,148.909090909091,Tb927_03_v5.1:322967..323088:f,False
185,Tb927_03_v5.1,349522,350114,NA_peak_415,348929,349698,Tb927.3.1390,+,176,555,19,17,2341,16,127,0.11188811188811189,0.8881118881118881,261.9300699300699,2079.0699300699303,Tb927_03_v5.1:349522..349698:f,False
186,Tb927_03_v5.1,351388,352237,NA_peak_416,351396,351835,Tb927.3.1400,+,439,67,2,10,1949,28,130,0.17721518987341772,0.8227848101265822,345.39240506329116,1603.6075949367087,Tb927_03_v5.1:351396..351835:f,False
187,Tb927_03_v5.1,353352,353873,NA_peak_417,353368,353633,Tb927.3.1410,+,265,105,5,3,470,0,44,0.0,1.0,0.0,470.0,Tb927_03_v5.1:353368..353633:f,False
188,Tb927_03_v5.1,375720,376512,NA_peak_419,375630,375874,Tb927.3.1470,+,154,1060,65,2,2635,132,5,0.9635036496350365,0.03649635036496346,2538.8321167883214,96.16788321167871,Tb927_03_v5.1:375720..375874:f,False
189,Tb927_03_v5.1,402507,403935,NA_peak_422,403441,403845,Tb927.3.1550,-,404,567,21,20,2594,125,9,0.9328358208955224,0.06716417910447758,2419.776119402985,174.22388059701484,Tb927_03_v5.1:403441..403845:r,False
190,Tb927_03_v5.1,412372,412885,NA_peak_423,412800,412884,Tb927.3.1580,-,84,978,88,4,4310,546,14,0.975,0.025000000000000022,4202.25,107.7500000000001,Tb927_03_v5.1:412800..412884:r,False
191,Tb927_03_v5.1,417409,417824,NA_peak_424,417375,417774,Tb927.3.1600,-,365,3281,58,193,6307,165,93,0.6395348837209303,0.36046511627906974,4033.546511627907,2273.453488372093,Tb927_03_v5.1:417409..417774:r,False
192,Tb927_03_v5.1,417856,419844,NA_peak_425,418420,419799,Tb927.3.1610,-,1379,5917,44,175,17569,235,150,0.6103896103896104,0.38961038961038963,10723.935064935065,6845.0649350649355,Tb927_03_v5.1:418420..419799:r,False
193,Tb927_03_v5.1,428279,429474,NA_peak_426,428259,431778,Tb927.3.1630,-,1195,87,5,3,726,15,34,0.30612244897959184,0.6938775510204082,222.24489795918367,503.7551020408163,Tb927_03_v5.1:428279..429474:r,True
194,Tb927_03_v5.1,432600,434076,NA_peak_427,433221,436050,Tb927.3.1660,-,855,347,34,50,11834,155,522,0.22895125553914328,0.7710487444608567,2709.409158050222,9124.590841949777,Tb927_03_v5.1:433221..434076:r,False
195,Tb927_03_v5.1,435145,435585,NA_peak_428,433221,436050,Tb927.3.1660,-,440,161,2,8,1307,42,53,0.4421052631578947,0.5578947368421052,577.8315789473684,729.1684210526315,Tb927_03_v5.1:435145..435585:r,True
196,Tb927_03_v5.1,435662,436194,NA_peak_429,433221,436050,Tb927.3.1660,-,388,175,1,3,1360,24,26,0.48,0.52,652.8,707.2,Tb927_03_v5.1:435662..436050:r,False
197,Tb927_03_v5.1,451772,452115,NA_peak_431,452003,452165,Tb927.3.1730,-,112,470,31,34,925,131,29,0.81875,0.18125000000000002,757.34375,167.65625000000003,Tb927_03_v5.1:452003..452115:r,False
198,Tb927_03_v5.1,453551,454164,NA_peak_432,453301,453790,Tb927.3.1740,-,239,577,0,28,1783,4,149,0.026143790849673203,0.9738562091503268,46.614379084967325,1736.3856209150326,Tb927_03_v5.1:453551..453790:r,False
199,Tb927_03_v5.1,456457,457347,NA_peak_433,457291,457501,Tb927.3.1760,-,56,146,6,9,647,14,44,0.2413793103448276,0.7586206896551724,156.17241379310346,490.8275862068965,Tb927_03_v5.1:457291..457347:r,False
200,Tb927_03_v5.1,462447,463817,NA_peak_434,462784,464117,Tb927.3.1790,-,1033,6037,234,216,22465,510,900,0.3617021276595745,0.6382978723404256,8125.638297872341,14339.36170212766,Tb927_03_v5.1:462784..463817:r,False
201,Tb927_03_v5.1,464557,465726,NA_peak_435,465440,465707,Tb927.3.1800,-,267,699,24,22,2833,47,90,0.34306569343065696,0.656934306569343,971.9051094890511,1861.0948905109487,Tb927_03_v5.1:465440..465707:r,False
202,Tb927_03_v5.1,468597,471250,NA_peak_436,470285,470815,Tb927.3.1810,-,530,1629,45,48,10299,73,337,0.17804878048780487,0.8219512195121952,1833.7243902439025,8465.275609756098,Tb927_03_v5.1:470285..470815:r,False
203,Tb927_03_v5.1,475488,478252,NA_peak_437,476111,478181,Tb927.3.1840,-,2070,689,25,13,12189,167,391,0.2992831541218638,0.7007168458781362,3647.962365591398,8541.037634408602,Tb927_03_v5.1:476111..478181:r,False
204,Tb927_03_v5.1,482686,483552,NA_peak_438,482401,483929,Tb927.3.1860,-,866,1101,5,84,2910,17,190,0.0821256038647343,0.9178743961352657,238.9855072463768,2671.014492753623,Tb927_03_v5.1:482686..483552:r,True
205,Tb927_03_v5.1,500459,501224,NA_peak_439,497029,500959,Tb927.3.1910,-,500,604,22,33,1812,35,10,0.7777777777777778,0.2222222222222222,1409.3333333333333,402.66666666666663,Tb927_03_v5.1:500459..500959:r,False
206,Tb927_03_v5.1,502620,505045,NA_peak_440,504513,505713,Tb927.3.1920,-,532,1812,45,61,24149,51,665,0.0712290502793296,0.9287709497206704,1720.1103351955305,22428.88966480447,Tb927_03_v5.1:504513..505045:r,False
207,Tb927_03_v5.1,512643,513173,NA_peak_441,512822,513486,Tb927.3.1955,-,351,91,4,6,1484,68,10,0.8717948717948718,0.1282051282051282,1293.7435897435898,190.25641025641025,Tb927_03_v5.1:512822..513173:r,False
208,Tb927_03_v5.1,514900,515274,NA_peak_443,514241,515151,Tb927.3.1960,-,251,1557,72,19,3176,177,24,0.8805970149253731,0.11940298507462688,2796.776119402985,379.22388059701495,Tb927_03_v5.1:514900..515151:r,False
209,Tb927_03_v5.1,515482,516269,NA_peak_444,515891,516165,Tb927.3.1970,-,274,1053,38,79,23447,12,1541,0.0077269800386349004,0.9922730199613651,181.1745009658725,23265.825499034127,Tb927_03_v5.1:515891..516165:r,False
211,Tb927_03_v5.1,551870,556027,NA_peak_446,554293,556357,Tb927.3.2110,-,1734,725,16,19,27305,48,165,0.22535211267605634,0.7746478873239436,6153.239436619719,21151.76056338028,Tb927_03_v5.1:554293..556027:r,False
212,Tb927_03_v5.1,559918,560993,NA_peak_448,560174,560388,Tb927.3.2130,-,214,276,7,13,843,58,9,0.8656716417910447,0.13432835820895528,729.7611940298507,113.2388059701493,Tb927_03_v5.1:560174..560388:r,False
213,Tb927_03_v5.1,567354,568188,NA_peak_449,568114,568372,Tb927.3.2160,-,74,2947,27,237,6964,34,567,0.056572379367720464,0.9434276206322796,393.9700499168053,6570.029950083195,Tb927_03_v5.1:568114..568188:r,False
214,Tb927_03_v5.1,575823,576806,NA_peak_450,576772,577318,Tb927.3.2210,-,34,510,11,16,1471,17,85,0.16666666666666666,0.8333333333333334,245.16666666666666,1225.8333333333335,Tb927_03_v5.1:576772..576806:r,False
215,Tb927_03_v5.1,594321,595415,NA_peak_451,594378,594691,Tb927.3.2310,+,313,9,0,0,135,7,0,1.0,0.0,135.0,0.0,Tb927_03_v5.1:594378..594691:f,False
216,Tb927_03_v5.1,603582,604348,NA_peak_452,603533,603723,Tb927.3.2360,+,141,1398,124,1,3275,305,0,1.0,0.0,3275.0,0.0,Tb927_03_v5.1:603582..603723:f,False
218,Tb927_03_v5.1,606686,607424,NA_peak_453,606957,607101,Tb927.3.2390,+,144,77,2,0,218,9,1,0.9,0.09999999999999998,196.20000000000002,21.799999999999994,Tb927_03_v5.1:606957..607101:f,False
219,Tb927_03_v5.1,609331,610188,NA_peak_454,609694,609883,Tb927.3.2410,+,189,1641,97,8,4661,246,31,0.8880866425992779,0.11191335740072206,4139.3718411552345,521.6281588447655,Tb927_03_v5.1:609694..609883:f,False
220,Tb927_03_v5.1,613984,614389,NA_peak_456,613625,614054,Tb927.3.2430,+,70,2274,32,1,4439,63,6,0.9130434782608695,0.08695652173913049,4052.9999999999995,386.0000000000002,Tb927_03_v5.1:613984..614054:f,False
221,Tb927_03_v5.1,616055,617931,NA_peak_457,615703,617588,Tb927.3.2440,+,1533,230,9,12,6022,55,301,0.1544943820224719,0.8455056179775281,930.3651685393257,5091.634831460674,Tb927_03_v5.1:616055..617588:f,False
222,Tb927_03_v5.1,619241,620086,NA_peak_458,618816,619316,Tb927.3.2460,+,75,85,2,2,978,51,4,0.9272727272727272,0.07272727272727275,906.8727272727273,71.12727272727275,Tb927_03_v5.1:619241..619316:f,False
223,Tb927_03_v5.1,625896,626487,NA_peak_460,625899,626269,Tb927.3.2480,+,370,1254,171,9,18926,2121,11,0.9948405253283302,0.005159474671669773,18828.351782363978,97.64821763602211,Tb927_03_v5.1:625899..626269:f,False
224,Tb927_03_v5.1,629085,630385,NA_peak_461,629540,629855,Tb927.3.2490,+,315,218,4,9,1481,14,64,0.1794871794871795,0.8205128205128205,265.8205128205128,1215.179487179487,Tb927_03_v5.1:629540..629855:f,False
225,Tb927_03_v5.1,652325,652932,NA_peak_464,652052,652521,Tb927.3.2600,-,196,749,8,43,2817,4,135,0.02877697841726619,0.9712230215827338,81.06474820143886,2735.9352517985612,Tb927_03_v5.1:652325..652521:r,False
226,Tb927_03_v5.1,671978,672888,NA_peak_465,672671,673015,Tb927.3.2640,-,217,879,36,69,6187,0,373,0.0,1.0,0.0,6187.0,Tb927_03_v5.1:672671..672888:r,False
227,Tb927_03_v5.1,674396,674908,NA_peak_466,674328,674714,Tb927.3.2650,-,318,2138,149,66,9054,46,1125,0.03928266438941076,0.9607173356105893,355.665243381725,8698.334756618275,Tb927_03_v5.1:674396..674714:r,False
229,Tb927_03_v5.1,677129,678926,NA_peak_467,678839,679158,Tb927.3.2680,-,87,116,13,14,1199,3,0,1.0,0.0,1199.0,0.0,Tb927_03_v5.1:678839..678926:r,False
230,Tb927_03_v5.1,688487,690200,NA_peak_468,688583,689700,Tb927.3.2710,-,1117,2120,10,124,7196,334,37,0.9002695417789758,0.09973045822102422,6478.33962264151,717.6603773584903,Tb927_03_v5.1:688583..689700:r,False
231,Tb927_03_v5.1,691474,693469,NA_peak_469,693235,693755,Tb927.3.2720,-,234,657,25,12,7960,51,374,0.12,0.88,955.1999999999999,7004.8,Tb927_03_v5.1:693235..693469:r,False
232,Tb927_03_v5.1,700855,701657,NA_peak_471,701185,701652,Tb927.3.2740,-,467,287,4,3,1392,5,29,0.14705882352941177,0.8529411764705882,204.7058823529412,1187.2941176470588,Tb927_03_v5.1:701185..701652:r,False
233,Tb927_03_v5.1,702393,703156,NA_peak_472,702954,703303,Tb927.3.2750,-,202,0,0,0,148,0,0,,,,,Tb927_03_v5.1:702954..703156:r,False
234,Tb927_03_v5.1,715280,715778,NA_peak_473,715468,716117,Tb927.3.2780,-,310,314,10,12,1456,60,21,0.7407407407407407,0.2592592592592593,1078.5185185185185,377.4814814814815,Tb927_03_v5.1:715468..715778:r,False
235,Tb927_03_v5.1,736773,737096,NA_peak_475,736984,737198,Tb927.3.2850,-,112,105,7,2,571,20,1,0.9523809523809523,0.04761904761904767,543.8095238095237,27.19047619047622,Tb927_03_v5.1:736984..737096:r,False
237,Tb927_03_v5.1,738397,740377,NA_peak_476,739748,740400,Tb927.3.2870,-,629,2244,64,53,6751,234,64,0.785234899328859,0.21476510067114096,5301.120805369127,1449.8791946308727,Tb927_03_v5.1:739748..740377:r,False
239,Tb927_03_v5.1,743443,747190,NA_peak_477,746322,746905,Tb927.3.2900,-,583,380,7,11,8710,17,232,0.06827309236947791,0.9317269076305221,594.6586345381527,8115.341365461848,Tb927_03_v5.1:746322..746905:r,False
240,Tb927_03_v5.1,748807,749209,NA_peak_478,748718,749535,Tb927.3.2910,-,402,55,3,0,160,6,0,1.0,0.0,160.0,0.0,Tb927_03_v5.1:748807..749209:r,True
