# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-F" "SAF" "-a" "count_pca/count_pca.SAF" "-o" "count_pca/count_pca.txt" "BSF_01/res4/BSF_01/BSF_01_sorted.bam" "BSF_03/res4/BSF_03/BSF_03_sorted.bam" "BSF_04/res4/BSF_04/BSF_04_sorted.bam" "BSF_05/res4/BSF_05/BSF_05_sorted.bam" "BSF_06/res4/BSF_06/BSF_06_sorted.bam" "BSF_07/res4/BSF_07/BSF_07_sorted.bam" "BSF_08/res4/BSF_08/BSF_08_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	BSF_01/res4/BSF_01/BSF_01_sorted.bam	BSF_03/res4/BSF_03/BSF_03_sorted.bam	BSF_04/res4/BSF_04/BSF_04_sorted.bam	BSF_05/res4/BSF_05/BSF_05_sorted.bam	BSF_06/res4/BSF_06/BSF_06_sorted.bam	BSF_07/res4/BSF_07/BSF_07_sorted.bam	BSF_08/res4/BSF_08/BSF_08_sorted.bam
Tb927.9.10280	Tb927_09_v5.1	1611712	1616824	.	5113	659	1539	1621	1649	712	543	679
Tb927.9.10310	Tb927_09_v5.1	1618813	1619718	.	906	383	1311	796	741	1634	1988	845
Tb927.9.10340	Tb927_09_v5.1	1620966	1621875	.	910	3346	2184	982	479	3323	3410	1419
Tb927.9.10350	Tb927_09_v5.1	1623516	1624765	.	1250	606	782	216	101	1784	1498	1444
Tb927.9.10370	Tb927_09_v5.1	1626866	1627095	.	230	2312	3546	3573	3123	913	761	928
Tb927.9.10440	Tb927_09_v5.1	1631274	1631438	.	165	0	0	1	0	0	1	1
Tb927.9.10490	Tb927_09_v5.1	1644712	1645181	.	470	1123	16	36	9	573	1585	94
Tb927.9.10500	Tb927_09_v5.1	1647106	1647430	.	325	0	0	2	0	2	2	1
Tb927.9.10510	Tb927_09_v5.1	1649249	1649708	.	460	198	7	6	6	83	157	85
Tb927.9.10550	Tb927_09_v5.1	1657266	1657820	.	555	1064	124	36	65	676	754	731
Tb927.9.10630	Tb927_09_v5.1	1665432	1668263	.	2832	2170	1258	699	944	484	295	279
Tb927.9.10640	Tb927_09_v5.1	1669781	1670631	.	851	385	610	380	239	224	45	133
Tb927.9.10650	Tb927_09_v5.1	1686300	1686879	.	580	1742	129	25	4	5413	4452	4984
Tb927.9.10660	Tb927_09_v5.1	1687601	1687935	.	335	712	73	20	1	1387	1373	1919
Tb927.9.10690	Tb927_09_v5.1	1692301	1692976	.	676	6669	263	155	105	4208	4099	4825
Tb927.9.10770	Tb927_09_v5.1	1697533	1700278	.	2746	1614	4005	6015	10014	269	452	295
Tb927.9.10790	Tb927_09_v5.1	1702470	1704863	.	2394	3432	8104	4885	3118	4462	1540	1032
Tb927.9.10880	Tb927_09_v5.1	1714361	1714623	.	263	51	23	1	3	56	21	13
Tb927.9.10920	Tb927_09_v5.1	1717515	1718024	.	510	900	1828	891	572	1658	620	602
Tb927.9.10930	Tb927_09_v5.1	1721375	1721654	.	280	55	90	88	31	86	60	176
Tb927.9.11000	Tb927_09_v5.1	1731369	1732340	.	972	0	2	2	7	2	1	2
Tb927.9.11030	Tb927_09_v5.1	1733648	1736845	.	3198	0	8	6	9	3	3	5
Tb927.9.11050	Tb927_09_v5.1	1739324	1742653	.	3330	10573	3334	462	886	8913	3544	6932
Tb927.9.11070	Tb927_09_v5.1	1745066	1745705	.	640	329	162	39	34	551	965	876
Tb927.9.11100	Tb927_09_v5.1	1748115	1751485	.	3371	2466	285	238	95	487	327	669
Tb927.9.11110	Tb927_09_v5.1	1752691	1752835	.	145	104	56	80	14	25	6	10
Tb927.9.11120	Tb927_09_v5.1	1760926	1761125	.	200	3	3	2	4	4	6	11
Tb927.9.11130	Tb927_09_v5.1	1763193	1763332	.	140	70	14	3	2	220	226	204
Tb927.9.11150	Tb927_09_v5.1	1765948	1766122	.	175	434	63	25	16	214	79	51
Tb927.9.11230	Tb927_09_v5.1	1776718	1776807	.	90	387	1206	1130	557	1975	1073	1700
Tb927.9.11250	Tb927_09_v5.1	1778275	1778409	.	135	0	21	2	2	2	0	0
Tb927.9.11350	Tb927_09_v5.1	1786376	1786480	.	105	982	15	8	208	699	887	809
Tb927.9.11360	Tb927_09_v5.1	1787701	1787745	.	45	1507	136	136	274	1167	1258	1389
Tb927.9.11370	Tb927_09_v5.1	1788337	1788431	.	95	2959	532	258	479	1865	2062	2390
Tb927.9.11410	Tb927_09_v5.1	1789595	1789674	.	80	114	8	6	1	0	2	0
Tb927.9.11560	Tb927_09_v5.1	1804385	1804424	.	40	158	113	26	37	265	243	169
Tb927.9.11670	Tb927_09_v5.1	1817829	1818023	.	195	34	0	0	4	28	48	72
Tb927.9.11750	Tb927_09_v5.1	1827025	1827269	.	245	28	126	61	23	7	20	293
Tb927.9.11770	Tb927_09_v5.1	1832993	1834577	.	1585	670	1606	1079	1052	512	568	282
Tb927.9.11810	Tb927_09_v5.1	1840348	1841042	.	695	1590	395	97	197	616	275	463
Tb927.9.11850	Tb927_09_v5.1	1851718	1852377	.	660	162	51	21	14	212	43	66
Tb927.9.11870	Tb927_09_v5.1	1854305	1854400	.	96	120	182	25	5	332	301	753
Tb927.9.11890	Tb927_09_v5.1	1859440	1859724	.	285	335	12	8	9	217	180	226
Tb927.9.11910	Tb927_09_v5.1	1863343	1863567	.	225	1060	3420	774	698	315	297	528
Tb927.9.11930	Tb927_09_v5.1	1866151	1866493	.	343	727	862	680	896	886	375	658
Tb927.9.11940	Tb927_09_v5.1	1867351	1868402	.	1052	709	991	1210	816	516	575	578
Tb927.9.11970	Tb927_09_v5.1	1872528	1872812	.	285	247	296	9	10	733	500	622
Tb927.9.12040	Tb927_09_v5.1	1879102	1879866	.	765	63	120	27	30	203	222	96
Tb927.9.12070	Tb927_09_v5.1	1883401	1884405	.	1005	141	29	10	5	431	76	176
Tb927.9.12080	Tb927_09_v5.1	1885499	1885633	.	135	190	118	24	8	29	122	17
Tb927.9.12100	Tb927_09_v5.1	1893881	1894076	.	196	19	53	21	4	108	39	51
Tb927.9.12110	Tb927_09_v5.1	1895815	1896679	.	865	1472	5376	4113	2957	1175	1285	991
Tb927.9.12170	Tb927_09_v5.1	1903115	1907340	.	4226	3007	7594	1895	2687	297	222	57
Tb927.9.12310	Tb927_09_v5.1	1916352	1916441	.	90	390	67	22	18	787	745	796
Tb927.9.12320	Tb927_09_v5.1	1920118	1921229	.	1112	1569	3268	2451	1746	604	481	430
Tb927.9.12330	Tb927_09_v5.1	1922122	1922321	.	200	1079	2429	1822	1201	446	332	326
Tb927.9.12340	Tb927_09_v5.1	1925149	1927108	.	1960	5	1012	704	485	15	10	127
Tb927.9.12360	Tb927_09_v5.1	1931945	1933374	.	1430	822	87	0	2	1005	1123	1600
Tb927.9.12390	Tb927_09_v5.1	1936310	1937219	.	910	6118	692	63	28	13562	12284	13601
Tb927.9.12400	Tb927_09_v5.1	1941765	1943428	.	1664	1237	80	81	114	2481	1607	2699
Tb927.9.12430	Tb927_09_v5.1	1944332	1944736	.	405	540	44	33	4	257	166	104
Tb927.9.12440	Tb927_09_v5.1	1945610	1945740	.	131	275	24	15	1	122	100	72
Tb927.9.12450	Tb927_09_v5.1	1947132	1947851	.	720	167	1704	2131	5016	46	19	60
Tb927.9.12480	Tb927_09_v5.1	1950496	1950935	.	440	284	489	715	751	0	1	0
Tb927.9.12490	Tb927_09_v5.1	1955069	1956156	.	1088	2088	2	1	3	1526	979	871
Tb927.9.12500	Tb927_09_v5.1	1958038	1959102	.	1065	142	9	6	3	312	322	325
Tb927.9.12510	Tb927_09_v5.1	1961545	1964619	.	3075	4243	4944	5045	5935	4779	2713	6796
Tb927.9.12530	Tb927_09_v5.1	1966502	1966621	.	120	7	3	4	3	0	1	3
Tb927.9.12650	Tb927_09_v5.1	1989688	1990313	.	626	4196	1255	553	176	1013	362	338
Tb927.9.12670	Tb927_09_v5.1	1991829	1992103	.	275	151	37	10	15	185	94	59
Tb927.9.12680	Tb927_09_v5.1	1993119	1993838	.	720	343	19	7	7	196	111	215
Tb927.9.12720	Tb927_09_v5.1	2001544	2001760	.	217	78	5	2	2	39	63	38
Tb927.9.12740	Tb927_09_v5.1	2005886	2006094	.	209	1930	3224	1370	580	1427	63	14
Tb927.9.12770	Tb927_09_v5.1	2012587	2012716	.	130	0	52	0	70	49	1	0
Tb927.9.12820	Tb927_09_v5.1	2027081	2027580	.	500	474	1209	663	471	572	217	307
Tb927.9.12870	Tb927_09_v5.1	2033568	2033737	.	170	965	120	14	27	519	535	857
Tb927.9.12880	Tb927_09_v5.1	2035952	2036141	.	190	20	9	2	1	68	122	31
Tb927.9.12950	Tb927_09_v5.1	2042668	2043047	.	380	469	395	81	46	176	179	186
Tb927.9.12960	Tb927_09_v5.1	2045345	2047109	.	1765	893	278	129	206	456	345	404
Tb927.9.13020	Tb927_09_v5.1	2057695	2058249	.	555	199	2	14	8	473	293	246
Tb927.9.13050	Tb927_09_v5.1	2066197	2066416	.	220	193	13	7	19	1	3	1
Tb927.9.13100	Tb927_09_v5.1	2071376	2071493	.	118	1278	3766	2904	3413	128	109	106
Tb927.9.13110	Tb927_09_v5.1	2073069	2073757	.	689	1035	527	638	26	210	28	142
Tb927.9.13120	Tb927_09_v5.1	2074701	2074850	.	150	13	11	16	6	44	22	10
Tb927.9.13140	Tb927_09_v5.1	2079327	2079469	.	143	0	0	0	2	1	0	2
Tb927.9.13150	Tb927_09_v5.1	2080699	2081033	.	335	18	52	0	1	26	56	134
Tb927.9.13240	Tb927_09_v5.1	2089194	2090444	.	1251	400	177	59	39	713	365	286
Tb927.9.13250	Tb927_09_v5.1	2091171	2091350	.	180	394	195	84	65	486	555	490
Tb927.9.13280	Tb927_09_v5.1	2093598	2093882	.	285	0	5	3	20	5	1	2
Tb927.9.13320	Tb927_09_v5.1	2099235	2099554	.	320	389	378	300	781	469	556	300
Tb927.9.13460	Tb927_09_v5.1	2133279	2133498	.	220	53	493	375	166	93	65	89
Tb927.9.13470	Tb927_09_v5.1	2134237	2134411	.	175	47	247	215	87	63	35	43
Tb927.9.13510	Tb927_09_v5.1	2140510	2142148	.	1639	735	435	271	66	1022	589	563
Tb927.9.13520	Tb927_09_v5.1	2144846	2145327	.	482	614	254	48	25	197	53	30
Tb927.9.13530	Tb927_09_v5.1	2148213	2148592	.	380	1791	1689	1103	848	544	191	207
Tb927.9.13570	Tb927_09_v5.1	2150626	2151169	.	544	356	475	103	104	854	652	780
Tb927.9.13610	Tb927_09_v5.1	2156146	2158076	.	1931	110	826	1291	795	124	142	80
Tb927.9.13620	Tb927_09_v5.1	2162697	2163355	.	659	1519	330	44	9	2622	1618	829
Tb927.9.13680	Tb927_09_v5.1	2172804	2172883	.	80	23	64	18	2	99	64	152
Tb927.9.13770	Tb927_09_v5.1	2175663	2175947	.	285	0	4	1	5	0	1	0
Tb927.9.13780	Tb927_09_v5.1	2177009	2177113	.	105	15	33	14	20	43	9	4
Tb927.9.13970	Tb927_09_v5.1	2181318	2181385	.	68	12	210	122	204	49	25	14
Tb927.9.13990	Tb927_09_v5.1	2183293	2186948	.	3656	1587	11235	12870	17695	1814	577	531
Tb927.9.14050	Tb927_09_v5.1	2193968	2194107	.	140	112	5	1	1	180	280	266
Tb927.9.14100	Tb927_09_v5.1	2200499	2201502	.	1004	1530	1638	1565	2302	490	242	189
Tb927.9.14080	Tb927_09_v5.1	2198217	2199226	.	1010	61	87	69	68	49	18	43
Tb927.9.14120	Tb927_09_v5.1	2202649	2204824	.	2176	1829	784	821	795	645	538	402
Tb927.9.14130	Tb927_09_v5.1	2207118	2207983	.	866	1955	393	170	152	743	608	701
Tb927.9.14140	Tb927_09_v5.1	2209895	2210498	.	604	535	601	464	220	1149	545	582
Tb927.9.14160	Tb927_09_v5.1	2211766	2213000	.	1235	603	1290	758	370	908	446	348
Tb927.9.14170	Tb927_09_v5.1	2214214	2214584	.	371	694	138	31	83	1301	1031	1680
Tb927.9.14190	Tb927_09_v5.1	2218294	2218725	.	432	753	85	77	17	2081	1617	2235
Tb927.9.14200	Tb927_09_v5.1	2222935	2223484	.	550	286	9	20	27	1547	1098	1395
Tb927.9.14230	Tb927_09_v5.1	2227360	2228299	.	940	4318	931	821	1621	8397	5080	4748
Tb927.9.14280	Tb927_09_v5.1	2235330	2235924	.	595	561	35	6	6	3143	2226	1800
Tb927.9.14400	Tb927_09_v5.1	2248998	2249997	.	1000	2604	196	137	40	8461	2817	5694
Tb927.9.14430	Tb927_09_v5.1	2254530	2255017	.	488	15	0	4	2	49	40	6
Tb927.9.14480	Tb927_09_v5.1	2261144	2261342	.	199	1723	9989	11602	11904	489	236	342
Tb927.9.14570	Tb927_09_v5.1	2278427	2279036	.	610	11	2	3	4	71	6	9
Tb927.9.14600	Tb927_09_v5.1	2285377	2286401	.	1025	1092	926	597	311	870	723	938
Tb927.9.15030	Tb927_09_v5.1	2347866	2347950	.	85	1063	12	12	17	436	268	218
Tb927.9.15040	Tb927_09_v5.1	2348950	2349029	.	80	1	11	8	88	18	36	4
Tb927.9.15050	Tb927_09_v5.1	2350560	2350679	.	120	33	39	18	148	22	33	14
Tb927.9.15060	Tb927_09_v5.1	2351597	2351906	.	310	631	367	57	29	693	851	514
Tb927.9.15100	Tb927_09_v5.1	2358774	2358946	.	173	35	2	5	2	13	12	51
Tb927.9.15230	Tb927_09_v5.1	2365169	2365463	.	295	3865	1047	329	1033	1735	1576	1555
Tb927.9.15240	Tb927_09_v5.1	2366345	2366529	.	185	590	36	2	6	5	2	189
Tb927.9.15270	Tb927_09_v5.1	2370416	2370750	.	335	900	8	5	8	139	31	123
Tb927.9.15290	Tb927_09_v5.1	2375129	2378448	.	3320	472	2691	4307	6924	312	298	188
Tb927.9.15350	Tb927_09_v5.1	2383919	2384098	.	180	1250	4	2	2	813	788	792
Tb927.9.15330	Tb927_09_v5.1	2381454	2381644	.	191	791	241	205	411	412	291	275
Tb927.9.15360	Tb927_09_v5.1	2385099	2385625	.	527	350	3	2	0	2	1	1
Tb927.9.15380	Tb927_09_v5.1	2387051	2387945	.	895	989	4643	2730	1849	2053	349	489
Tb927.9.15400	Tb927_09_v5.1	2398543	2399432	.	890	2692	1772	1047	871	1932	1484	1381
Tb927.9.15460	Tb927_09_v5.1	2407274	2409265	.	1992	415	2181	2498	2855	121	72	32
Tb927.9.15470	Tb927_09_v5.1	2411745	2413013	.	1269	1140	4	6	22	314	547	1147
Tb927.9.15480	Tb927_09_v5.1	2414985	2416000	.	1016	292	76	31	9	266	231	315
Tb927.9.15490	Tb927_09_v5.1	2417711	2418120	.	410	179	806	431	553	138	130	157
Tb927.9.15520	Tb927_09_v5.1	2423240	2423719	.	480	1250	95	41	35	1370	1165	1431
Tb927.9.15890	Tb927_09_v5.1	2515490	2516144	.	655	282	566	547	519	1	0	0
Tb927.9.15930	Tb927_09_v5.1	2525988	2526177	.	190	54	12	3	2	29	45	12
Tb927.9.15940	Tb927_09_v5.1	2527587	2528126	.	540	15	46	46	66	7	0	1
Tb927.9.15980	Tb927_09_v5.1	2532842	2533449	.	608	1172	16	15	15	16	9	4
Tb927.9.1500	Tb927_09_v5.1	355969	356323	.	355	325	533	559	342	508	483	492
Tb927.9.1720	Tb927_09_v5.1	392966	393273	.	308	2083	5644	3574	2199	2410	522	401
Tb927.9.1280	Tb927_09_v5.1	327332	327681	.	350	113	25	12	12	1831	881	1160
Tb927.9.1940	Tb927_09_v5.1	433266	433505	.	240	0	1494	1250	1661	110	206	1170
Tb927.9.1950	Tb927_09_v5.1	436967	437033	.	67	18	44	4	8	2	3	100
Tb927.9.2070	Tb927_09_v5.1	464188	464282	.	95	1347	121	82	9	446	306	348
Tb927.9.2130	Tb927_09_v5.1	481675	481948	.	274	1289	525	290	125	861	446	411
Tb927.9.2730	Tb927_09_v5.1	595101	596625	.	1525	3442	837	569	359	2890	2558	3925
Tb927.9.2860	Tb927_09_v5.1	608887	609471	.	585	582	19	19	25	701	842	800
Tb927.9.2811	Tb927_09_v5.1	611663	612532	.	870	704	24	37	27	823	982	990
Tb927.9.2815	Tb927_09_v5.1	614884	615553	.	670	544	39	37	58	770	903	902
Tb927.9.2840	Tb927_09_v5.1	617805	618629	.	825	442	8	15	22	425	561	547
Tb927.9.2865	Tb927_09_v5.1	632911	633765	.	855	460	41	46	33	682	836	879
Tb927.9.2881	Tb927_09_v5.1	642064	642973	.	910	603	26	27	28	731	892	802
Tb927.9.3770	Tb927_09_v5.1	751060	751164	.	105	825	866	337	708	154	155	112
Tb927.9.5880	Tb927_09_v5.1	992997	993061	.	65	1126	105	44	68	947	1846	1367
Tb927.9.7330	Tb927_09_v5.1	1191197	1191256	.	60	0	7	0	1	0	0	1
Tb927.9.7870	Tb927_09_v5.1	1301014	1301113	.	100	106	0	0	1	292	311	318
Tb927.9.7880	Tb927_09_v5.1	1302140	1302319	.	180	5	11	4	6	3	8	1
Tb927.9.7920	Tb927_09_v5.1	1310768	1311505	.	738	667	448	257	197	1032	592	1128
Tb927.9.7950	Tb927_09_v5.1	1318262	1318398	.	137	827	7	4	1	2160	2108	2485
Tb927.9.7960	Tb927_09_v5.1	1319437	1319591	.	155	585	8	2	5	259	183	260
Tb927.9.9180	Tb927_09_v5.1	1463300	1463562	.	263	2	15	13	3	3	3	3
Tb927.9.11760	Tb927_09_v5.1	1829632	1829758	.	127	7	2	0	0	4	13	20
Tb927.9.12030	Tb927_09_v5.1	1877000	1877241	.	242	2550	114	34	36	1215	1011	1117
Tb927.9.13040	Tb927_09_v5.1	2061639	2062338	.	700	2426	346	123	176	6114	4388	5619
Tb927.9.13300	Tb927_09_v5.1	2096609	2096856	.	248	0	4	23	6	1	0	1
Tb927.9.14240	Tb927_09_v5.1	2229099	2229718	.	620	257	210	215	481	121	75	128
Tb927.9.15020	Tb927_09_v5.1	2346061	2346129	.	69	0	15	15	122	7	5	3
Tb927.9.15870	Tb927_09_v5.1	2510442	2511584	.	1143	303	14	22	0	75	135	162
Tb927.7.3620	Tb927_07_v5.1	940297	940743	.	447	140	283	142	215	80	214	33
Tb927.7.3630	Tb927_07_v5.1	943724	944568	.	845	2943	2982	787	249	912	181	439
Tb927.7.1580	Tb927_07_v5.1	398621	398821	.	201	1353	574	378	198	859	685	642
Tb927.7.1590	Tb927_07_v5.1	401249	402490	.	1242	9	19	6	12	29	14	8
Tb927.7.2680	Tb927_07_v5.1	694858	700737	.	5880	5143	18733	19367	22236	2479	2305	2906
Tb927.7.2670	Tb927_07_v5.1	689464	693073	.	3610	8637	4102	3469	5707	3370	2897	3663
Tb927.7.2640	Tb927_07_v5.1	675591	676955	.	1365	7	44	21	22	29	55	68
Tb927.7.2610	Tb927_07_v5.1	668939	669787	.	849	1994	467	135	177	3151	2117	1811
Tb927.7.2580	Tb927_07_v5.1	662160	663661	.	1502	508	527	323	491	545	170	1582
Tb927.7.2550	Tb927_07_v5.1	652597	653350	.	754	626	186	156	18	527	18	127
Tb927.7.2540	Tb927_07_v5.1	650342	651107	.	766	28	3	7	1	11	3	8
Tb927.7.2520	Tb927_07_v5.1	646324	646587	.	264	2	2	1	1	8	0	5
Tb927.7.2510	Tb927_07_v5.1	644517	645092	.	576	2	1	1	5	1	2	2
Tb927.7.2500	Tb927_07_v5.1	641656	642311	.	656	18	11	11	11	3	2	5
Tb927.7.3420	Tb927_07_v5.1	888547	888760	.	214	378	212	117	91	952	653	909
Tb927.7.3430	Tb927_07_v5.1	889463	890291	.	829	695	1794	1699	1404	682	504	533
Tb927.7.7470	Tb927_07_v5.1	2146830	2147505	.	676	309	29	16	9	449	222	220
Tb927.7.7460	Tb927_07_v5.1	2141524	2141702	.	179	553	4	9	3	3996	4351	4607
Tb927.7.7440	Tb927_07_v5.1	2136977	2137234	.	258	98	67	218	1	97	36	75
Tb927.7.5560	Tb927_07_v5.1	1499316	1500504	.	1189	1363	1780	1389	1444	876	1006	889
Tb927.7.5500	Tb927_07_v5.1	1487059	1487574	.	516	523	412	311	185	533	124	179
Tb927.7.5470	Tb927_07_v5.1	1478016	1478395	.	380	961	648	6	532	32	115	20
Tb927.7.5440	Tb927_07_v5.1	1469007	1469606	.	600	1550	164	96	217	2124	1498	1707
Tb927.7.1220	Tb927_07_v5.1	317114	318106	.	993	1708	199	15	29	243	128	175
Tb927.7.1210	Tb927_07_v5.1	311610	312626	.	1017	1601	10	5	8	2552	1317	999
Tb927.7.1200	Tb927_07_v5.1	308274	308841	.	568	92	3	2	6	4	5	12
Tb927.7.1190	Tb927_07_v5.1	305568	306569	.	1002	552	1477	1378	954	204	89	100
Tb927.7.220	Tb927_07_v5.1	43149	43313	.	165	0	14	3	20	5	12	1
Tb927.7.250	Tb927_07_v5.1	46988	47041	.	54	5	0	1	2	41	1	3
Tb927.7.260	Tb927_07_v5.1	47711	47830	.	120	52	115	35	49	406	62	150
Tb927.7.270	Tb927_07_v5.1	49074	49448	.	375	1538	1028	920	204	408	416	666
Tb927.7.280	Tb927_07_v5.1	50315	50494	.	180	4	1	1	1	161	112	176
Tb927.7.300	Tb927_07_v5.1	55606	55988	.	383	531	1023	691	472	608	507	765
Tb927.7.310	Tb927_07_v5.1	57418	57552	.	135	442	543	388	200	313	223	410
Tb927.7.330	Tb927_07_v5.1	60210	60374	.	165	6	4	1	8	1	13	1
Tb927.7.340	Tb927_07_v5.1	61127	61526	.	400	3	52	48	12	45	39	43
Tb927.7.360	Tb927_07_v5.1	65302	65971	.	670	252	28	5	2	416	382	377
Tb927.7.370	Tb927_07_v5.1	67248	67567	.	320	423	60	39	9	103	66	55
Tb927.7.380	Tb927_07_v5.1	68487	69131	.	645	166	23	2	3	341	297	300
Tb927.7.390	Tb927_07_v5.1	70312	70476	.	165	252	59	45	7	119	67	27
Tb927.7.410	Tb927_07_v5.1	73882	74141	.	260	100	14	16	4	37	16	5
Tb927.7.440	Tb927_07_v5.1	78011	78665	.	655	122	12	3	0	221	174	212
Tb927.7.460	Tb927_07_v5.1	82349	82553	.	205	884	5	3	3	2157	2021	1947
Tb927.7.470	Tb927_07_v5.1	84499	85330	.	832	513	1392	1215	912	726	373	339
Tb927.7.480	Tb927_07_v5.1	86485	87349	.	865	7276	350	65	5	1203	244	395
Tb927.7.500	Tb927_07_v5.1	92504	93675	.	1172	2570	15001	24114	34759	432	165	627
Tb927.7.520	Tb927_07_v5.1	100273	102081	.	1809	173	1458	1079	1528	479	282	298
Tb927.7.530	Tb927_07_v5.1	102948	103326	.	379	233	275	4	172	340	293	233
Tb927.7.540	Tb927_07_v5.1	108138	108942	.	805	729	3834	1337	444	371	705	451
Tb927.7.550	Tb927_07_v5.1	110464	111465	.	1002	135	361	72	65	259	273	206
Tb927.7.560	Tb927_07_v5.1	113922	114076	.	155	1	2	1	4	0	0	4
Tb927.7.580	Tb927_07_v5.1	117684	118593	.	910	1827	499	192	54	883	556	340
Tb927.7.610	Tb927_07_v5.1	125218	126092	.	875	191	842	414	718	85	22	16
Tb927.7.640	Tb927_07_v5.1	130529	132045	.	1517	2570	1862	974	1065	2789	1798	2779
Tb927.7.650	Tb927_07_v5.1	133602	134014	.	413	380	22	24	49	152	158	217
Tb927.7.660	Tb927_07_v5.1	137353	137639	.	287	39	51	20	11	7	2	1
Tb927.7.670	Tb927_07_v5.1	139227	140921	.	1695	623	295	195	139	117	129	122
Tb927.7.680	Tb927_07_v5.1	143578	144097	.	520	497	612	690	595	1041	2106	1089
Tb927.7.700	Tb927_07_v5.1	152758	152957	.	200	281	2225	460	980	343	243	489
Tb927.7.710	Tb927_07_v5.1	155266	156245	.	980	2231	16674	23191	30152	1589	1034	1376
Tb927.7.730	Tb927_07_v5.1	164210	164529	.	320	124	107	60	36	164	89	93
Tb927.7.750	Tb927_07_v5.1	169015	169509	.	495	108	261	491	22	88	59	61
Tb927.7.770	Tb927_07_v5.1	174621	175573	.	953	1766	10	5	3	905	771	454
Tb927.7.780	Tb927_07_v5.1	176871	177065	.	195	402	123	109	79	2030	664	3103
Tb927.7.810	Tb927_07_v5.1	183327	184356	.	1030	3414	213	238	249	4930	4986	5959
Tb927.7.830	Tb927_07_v5.1	190760	191359	.	600	348	910	455	99	257	301	259
Tb927.7.850	Tb927_07_v5.1	201048	201317	.	270	3	0	3	1	9	3	3
Tb927.7.900	Tb927_07_v5.1	210453	210772	.	320	66	939	398	93	833	28	19
Tb927.7.910	Tb927_07_v5.1	212860	213069	.	210	98	21	5	3	213	140	179
Tb927.7.940	Tb927_07_v5.1	239265	239305	.	41	30	17	4	3	73	60	63
Tb927.7.950	Tb927_07_v5.1	240963	241117	.	155	215	30	11	11	139	133	54
Tb927.7.960	Tb927_07_v5.1	244269	248159	.	3891	2156	824	268	1539	483	42	175
Tb927.7.1000	Tb927_07_v5.1	262028	262318	.	291	163	34	28	73	261	173	238
Tb927.7.1010	Tb927_07_v5.1	263039	263084	.	46	6	0	0	2	2	2	2
Tb927.7.1020	Tb927_07_v5.1	264219	264364	.	146	18	1	5	1	13	7	18
Tb927.7.1025	Tb927_07_v5.1	264748	264874	.	127	16	2	2	1	3	0	6
Tb927.7.1030	Tb927_07_v5.1	267844	268098	.	255	9	1	3	3	9	9	9
Tb927.7.1060	Tb927_07_v5.1	271520	272118	.	599	2	29	6	27	10	21	3
Tb927.7.1070	Tb927_07_v5.1	274922	275090	.	169	12	8	4	21	29	55	31
Tb927.7.1090	Tb927_07_v5.1	282374	285123	.	2750	1932	14083	9801	7821	2713	536	321
Tb927.7.1110	Tb927_07_v5.1	289068	290114	.	1047	4614	3431	2860	2703	2723	3082	2888
Tb927.7.1120	Tb927_07_v5.1	290803	291048	.	246	48	96	32	48	71	29	81
Tb927.7.1130	Tb927_07_v5.1	291739	291957	.	219	23	43	19	35	42	9	25
Tb927.7.1140	Tb927_07_v5.1	292671	293489	.	819	16	33	6	9	6	5	3
Tb927.7.1150	Tb927_07_v5.1	297863	297962	.	100	0	153	66	257	12	22	53
Tb927.7.1160	Tb927_07_v5.1	298571	298660	.	90	0	91	56	124	13	13	30
Tb927.7.1170	Tb927_07_v5.1	299428	299800	.	373	0	148	108	202	17	14	100
Tb927.7.1230	Tb927_07_v5.1	320873	321264	.	392	0	4	5	6	0	1	7
Tb927.7.1240	Tb927_07_v5.1	323934	325069	.	1136	901	262	140	50	197	123	280
Tb927.7.1250	Tb927_07_v5.1	326406	327073	.	668	1408	2981	1354	766	3194	705	1849
Tb927.7.1260	Tb927_07_v5.1	328229	328393	.	165	1066	134	52	16	741	142	350
Tb927.7.1280	Tb927_07_v5.1	332448	332993	.	546	1569	514	5	6	3315	708	575
Tb927.7.1310	Tb927_07_v5.1	340767	341137	.	371	318	231	106	120	421	233	311
Tb927.7.1330	Tb927_07_v5.1	343297	343433	.	137	945	186	15	16	1526	1249	1527
Tb927.7.1350	Tb927_07_v5.1	345535	345753	.	219	9463	97	34	262	129	273	30
Tb927.7.1360	Tb927_07_v5.1	347041	347158	.	118	1637	1343	589	530	852	665	370
Tb927.7.1370	Tb927_07_v5.1	352316	352397	.	82	2	35	3	10	3	55	24
Tb927.7.1400	Tb927_07_v5.1	356111	356247	.	137	1	3	0	2	10	1	16
Tb927.7.1410	Tb927_07_v5.1	359224	359442	.	219	611	221	8	7	2064	1458	1993
Tb927.7.1420	Tb927_07_v5.1	364545	365323	.	779	3	19	31	2	5	2	4
Tb927.7.1430	Tb927_07_v5.1	367360	367524	.	165	2	3	1	1	3	6	9
Tb927.7.1480	Tb927_07_v5.1	377318	377799	.	482	102	36	23	29	198	684	453
Tb927.7.1520	Tb927_07_v5.1	382918	383180	.	263	21	6	2	7	168	83	200
Tb927.7.1610	Tb927_07_v5.1	406509	406708	.	200	0	2	2	5	0	1	0
